Protein Name,CycID,ARS_pvalue,ARS_BH.Q,ARS_period,ARS_adjphase,ARS_amplitude,JTK_pvalue,JTK_BH.Q,JTK_period,JTK_adjphase,JTK_amplitude,LS_pvalue,LS_BH.Q,LS_period,LS_adjphase,LS_amplitude,meta2d_pvalue,meta2d_BH.Q,meta2d_period,meta2d_phase,meta2d_Base,meta2d_AMP,meta2d_rAMP,CT3,CT7,CT11,CT15,CT19,CT23,CT27,CT31,CT35,CT39,CT43,CT47
"Glutathione reductase, mitochondrial (GR) (GRase) (EC 1.8.1.7)",Gsr Gr1,0.01457421,0.19056701,21.69565217,4.453348383,0.302872254,0.057269646,0.629966104,20,7,0.298942698,0.258602715,1,22.30508475,4.737084531,-0.166163136,0.009727232,0.140568034,21.33357897,5.427719917,-0.350499574,0.305411456,0.305411456,0,0.212452063,-0.413542112,-0.954278358,-0.551796926,0.009226706,-0.204767974,-0.396297938,-0.391605655,-0.506730362,-0.346646068,-0.324454725
Growth factor receptor-bound protein 2,Grb2,0.134895078,0.420370707,24,16.01478875,0.332228962,0.096845539,0.706684773,28,17,0.411752914,0.416464016,1,26.21513944,16.07164841,1.494551757,0.107757968,0.52866989,26.07171315,16.40105008,1.091421043,0.388303272,0.355777703,0,1.185977259,1.221076486,1.415941914,1.340253612,1.646405844,0.653618701,0.872089643,1.174649323,1.247920596,1.393643234,1.138294576
Protein disulfide-isomerase A3 (EC 5.3.4.1) (58 kDa glucose-regulated protein) (58 kDa microsomal protein) (p58) (Disulfide isom... <Preview truncated at 128 characters>,Pdia3,0.437070975,0.694129908,24,0.733032447,0.095264276,0.805264174,1,20,9,0.16031318,0.70905042,1,20,15.21340955,0.044009919,0.836372602,0.999999999,21.33333333,16.65695992,0.046310812,0.119734488,0.119734488,0,0.001074532,0.282540208,-0.19873776,0.130693854,0.055823135,0.153500113,0.162801127,-0.25053277,-0.106539592,0.267378533,0.175805724
Glutathione S-transferase Mu 1,Gstm1,0.640270507,0.823241703,20.47179487,19.52459652,0.091115781,1,1,28,11,0.157618361,0.999065089,1,20.75709779,18.84199255,0.184776374,0.989326132,0.999999999,23.07629755,22.32223672,0.113543026,0.029023343,0.029023343,0,0.345818143,-0.245984538,0.472669017,-0.067179824,0.303504522,0.023050323,-0.142490016,0.189255605,0.244826058,0.142098467,0.10734657
Glutathione S-transferase (EC 2.5.1.18),Gstm2,0.286356138,0.573490419,24,10.27105948,0.128323221,1,1,24,13,0.119378818,0.926198071,1,23.75451264,9.966556805,0.319679509,0.850806667,0.999999999,23.91817088,11.0558514,0.168851716,0.131373212,0.131373212,0,0.343867812,0.059128554,0.113991383,0.118819414,0.309516316,0.037167766,0.18184274,0.641132408,0.234246654,-0.048544804,0.030170518
Glutathione S-transferase P 1 (Gst P1) (EC 2.5.1.18) (GST YF-YF) (GST class-pi) (GST-piB) (Preadipocyte growth factor),Gstp1 Gstpib,0.391790822,0.664270567,24,15.19264736,0.18090075,0.247873828,0.966576777,28,13,0.251648481,0.442852348,1,28,12.61085437,0.399671831,0.391206245,0.999999999,26.66666667,13.68001817,0.411515869,0.303232935,0.303232935,0,0.336281062,0.606572518,0.246260813,0.286389435,0.215907569,-0.211563029,0.281341963,0.457459711,0.925532007,0.964205207,1.179048283
"H-2 class I histocompatibility antigen, D-B alpha chain (H-2D(B))",H2-D1,0.057283851,0.289165743,24,19.09570922,0.501214715,0.096845539,0.706684773,28,19,1.056434351,0.17156487,1,26.00790514,19.36983622,1.777942647,0.030607847,0.260413134,26.00263505,19.23631505,1.143133818,0.609911368,0.533543281,0,0.535606865,0.175068958,1.882711491,1.699289167,1.811721487,0.887038295,0.884175145,0.986629463,1.380991678,1.552560253,1.813642235
Prefoldin subunit 6,Pfdn6,0.127209466,0.409522058,24,20.99993547,0.141839289,0.377646329,1,20,5,0.145176971,0.467405147,1,20,2.115224659,0.098031167,0.269498663,0.93030686,21.33333333,1.856483649,-0.038131688,0.15369739,0.15369739,0,0.142716445,0.032417217,-0.107265934,0.045487129,0.283134022,-0.093992144,-0.321602949,-0.349464962,0.077822781,0.045939979,-0.044301444
"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial (HCDH) (EC 1.1.1.35) (Medium and short-chain L-3-hydroxyacyl-coenzyme A dehy... <Preview truncated at 128 characters>",Hadh Hadhsc Mschad Schad,0.455145489,0.705451578,24,20.59902543,0.083682142,0.247873828,0.966576777,28,21,0.021714737,0.793186475,1,27.30290456,22.34144632,0.140121923,0.566141188,0.999999999,26.43430152,21.38650718,0.11492539,0.093179189,0.093179189,0,-0.017239499,0.182757709,0.016262755,0.281067603,0.027916298,0.083056843,0.20132881,-0.260744489,0.226926407,0.275132433,0.289906537
Heparin cofactor 2 (Heparin cofactor II) (HC-II) (Protease inhibitor leuserpin-2) (Serpin D1),Serpind1 Hcf2 Hcii,0.257998746,0.555265718,24,21.77471082,0.072123993,0.247873828,0.966576777,24,23,0.0677709,0.495439832,1,26.85714286,22.92396727,0.321694099,0.329826925,0.999999999,24.95238095,22.61695915,0.241740783,0.078387736,0.078387736,0,0.21676244,0.111136423,0.276804937,0.188177089,0.372418874,0.361442722,0.109455776,0.143466799,0.310311452,0.339322206,0.439749826
High mobility group protein B1,Hmgb1,0.443201279,0.699441847,21.23404255,17.66660088,0.151706632,1,1,28,9,0.24114188,0.999372972,1,20,10.1029205,0.020340725,0.950490696,0.999999999,23.07801418,11.54510049,-0.226987353,0.021286089,0.021286089,0,0.105706758,-0.422974771,0.486562417,-0.330942769,-0.072307649,-0.37127616,-0.657194533,-0.246518856,-0.139101559,-0.629969169,-0.454681542
"Hydroxymethylglutaryl-CoA lyase, mitochondrial (HL) (HMG-CoA lyase) (EC 4.1.3.4) (3-hydroxy-3-methylglutarate-CoA lyase)",Hmgcl,0.139597727,0.421653791,24,20.4654938,0.162072115,0.096845539,0.706684773,24,23,0.103501157,0.388991486,1,25.60311284,19.14099453,0.347230869,0.105271666,0.520022428,24.53437095,20.92476895,0.227478246,0.184933599,0.184933599,0,0.278629584,-0.012183893,0.238465145,0.378301512,0.521284422,-0.121472518,0.166333428,0.019960688,0.282037348,0.403704332,0.548781649
Haptoglobin (Zonulin) [Cleaved into: Haptoglobin alpha chain; Haptoglobin beta chain],Hp,0.766560046,0.879175009,24,7.588922658,0.373220514,1,1,28,9,0.573249703,0.98232015,1,22.76816609,3.000059446,1.285509947,0.996919642,0.999999999,24.92272203,6.481423966,0.059609181,0.387166188,0.387166188,0,3.984371696,-0.430756688,0.502796777,-0.255153027,-0.485855149,-0.863445204,-0.079327542,-0.546241614,-0.392483636,-0.796042043,0.085523297
Hypoxanthine-guanine phosphoribosyltransferase (HGPRT) (HGPRTase) (EC 2.4.2.8) (HPRT B),Hprt1 Hprt,0.008397577,0.172638338,22.94252874,7.70469542,0.25300325,0.096845539,0.706684773,24,9,0.266081472,0.122104994,1,23.25088339,7.904856108,0.14216427,0.005233012,0.099361079,23.39780404,8.194955496,-0.07195297,0.284532124,0.284532124,0,0.244480251,0.017700695,-0.323323953,-0.193878081,-0.471828555,0.11769501,0.242699696,0.094424433,-0.280514724,-0.208026548,-0.120618593
Heat shock protein beta-1,Hspb1,0.676631305,0.840651963,24,13.08322835,0.121220526,1,1,28,9,0.278095108,0.96809625,1,28,3.000059446,-0.008900626,0.990780099,0.999999999,26.66666667,8.606491208,-0.500972555,0.15161472,0.15161472,0,-0.078342222,-0.51272676,-0.391019867,-0.476931834,-0.423368374,-0.992746654,-0.916291706,-0.105612568,-0.232217051,-1.069868532,-0.665102299
"60 kDa heat shock protein, mitochondrial (EC 3.6.4.9) (60 kDa chaperonin) (Chaperonin 60) (CPN60) (HSP-65) (Heat shock protein 6... <Preview truncated at 128 characters>",Hspd1,0.998487035,0.998487035,24,2.500331586,0.001977133,1,1,28,19,0.087869303,0.99999378,1,20.49844237,16.00466153,0.182282953,0.999999999,0.999999999,24.16614746,19.69663721,0.125228145,0.000793241,0.000793241,0,0.258285136,0.086659736,0.150910989,0.210014969,0.222313271,0.070718526,0.190201008,0.118024972,0.031533727,0.057309797,0.106752457
Heat shock-related 70 kDa protein 2 (Heat shock protein 70.2),Hspa2 Hcp70.2 Hsp70-2,0.217315879,0.518322986,24,10.53165723,0.164584475,1,1,24,9,0.142944551,0.704251299,1,24.83018868,8.404627314,0.156278691,0.709919338,0.999999999,24.27672956,9.320995108,-0.00731334,0.17854183,0.17854183,0,0.183867814,-0.037173391,0.011427863,0.100620687,-0.243192163,0.170551332,-0.156214825,0.491209343,0.060475081,-0.341831879,-0.311782924
Heat shock 70 kDa protein 1A (Heat shock 70 kDa protein 3) (HSP70.3) (Hsp68),Hspa1a Hsp70-3 Hsp70A1,0.839965787,0.923273355,24,9.928819884,0.025318716,1,1,28,9,0.089277379,0.991508692,1,28,6.791454552,-0.066875931,0.999110106,0.999999999,26.66666667,8.684322194,-0.074168038,0.04055964,0.04055964,0,0.082376702,-0.173256335,0.064848274,-0.217224588,-0.052644792,-0.082844198,-0.193260191,0.038866355,-0.062914581,-0.135220086,-0.11867037
"Stress-70 protein, mitochondrial (75 kDa glucose-regulated protein) (GRP-75) (Heat shock 70 kDa protein 9) (Mortalin) (Peptide-b... <Preview truncated at 128 characters>",Hspa9 Grp75 Hsp74 Hspa9a,0.837643645,0.921499169,24,7.886760758,0.060703011,1,1,20,11,0.139150479,0.952092736,1,20,10.84377344,0.030424918,0.99836931,0.999999999,21.33333333,10.22950994,0.019341108,0.120133504,0.120133504,0,0.196788495,-0.020231318,0.481650328,-0.436300173,0.078655326,-0.125490707,0.225132224,-0.143993734,-0.158750509,-0.028282734,0.108749706
Heat shock protein HSP 90-alpha (Fragment),Hsp90aa1,0.553096546,0.774832786,24,1.997571963,0.1869859,1,1,28,27,0.460526604,0.990066762,1,27.76371308,27.32046136,0.063960806,0.976666268,0.999999999,26.58790436,0.263416956,-0.174441214,0.224076847,0.224076847,0,-0.396442512,-0.613895166,0.140168548,-0.792796569,0.074775607,0.505601325,-0.490061806,0.105116024,-0.611839393,0.039366689,-0.30928001
Basement membrane-specific heparan sulfate proteoglycan core protein,Hspg2,0.545839464,0.76845021,24,3.634493843,0.071708061,0.558904371,1,28,27,0.085435097,0.989636462,1,28,27.2272497,0.581711612,0.88000176,0.999999999,26.66666667,0.694142627,0.420198299,0.084799332,0.084799332,0,0.488796821,0.221312074,0.279926189,0.39856295,0.592984476,0.626008451,0.450621449,0.550689626,0.363105912,0.397839139,0.579294129
Ran-specific GTPase-activating protein,Ranbp1,0.305205301,0.592906468,27.15646259,14.79014229,0.175029223,1,1,20,17,0.215214924,0.827235317,1,25.21072797,17.69933939,0.115118166,0.839162971,0.999999999,24.12239685,16.87412782,0.055840791,0.191963494,0.191963494,0,-0.095088315,-0.017456292,0.284694544,0.224684387,-0.391695386,0.296006495,-0.520809401,0.162465202,0.283703319,0.269029096,0.180937475
Isocitrate dehydrogenase [NADP] cytoplasmic (Fragment),Idh1,0.67867775,0.840651963,24,19.60956138,0.066812816,1,1,28,17,0.149484941,0.925601016,1,28,22.88724824,0.431153437,0.988132559,0.999999999,26.66666667,20.06613107,0.32969593,0.09421162,0.09421162,0,0.318358951,0.430986997,0.201201941,0.441330542,0.53924785,0.23941218,0.464924837,0.035435207,0.36254199,0.549419368,0.325062691
"Isocitrate dehydrogenase 2 (NADP+), mitochondrial, isoform CRA_a (Isocitrate dehydrogenase [NADP], mitochondrial)",Idh2,0.063679041,0.30069176,22.55367232,19.11300622,0.088562991,0.15763919,0.798488541,24,19,0.121367138,0.255658753,1,23.75451264,19.62099012,0.234847376,0.06353698,0.393502139,23.43606165,19.25794365,0.151366456,0.100990543,0.100990543,0,0.017823173,0.140093158,0.075227704,0.268174123,0.329537217,0.046606385,0.087787067,0.130200803,0.26697874,0.256191938,0.198710633
Insulin-like growth factor-binding protein 6 (IBP-6) (IGF-binding protein 6) (IGFBP-6),Igfbp6 Igfbp-6,0.049617393,0.271881179,20.79166667,8.74669999,0.282455421,1,1,20,9,0.274101912,0.916715306,1,20,11.07179962,0.845233736,0.40325076,0.999999999,20.26388889,9.605655913,0.437738633,0.278477726,0.278477726,0,0.17330603,0.387638641,-0.019742415,0.308142289,0.056790685,1.0515526,1.023177306,0.489464485,0.419660008,0.643207468,0.746389046
Ig gamma-2B chain C region,Igh-3,0.011650765,0.19056701,20.26395939,9.567087015,0.405039497,1,1,20,11,0.421466416,0.882320273,1,20,6.999941209,1.790330084,0.165037801,0.699039423,20.08798646,9.209246804,0.953291046,0.40253032,0.40253032,0,1.200131711,0.692159084,0.843592199,0.529771794,0.532156522,0.983069603,1.43963572,1.208551122,0.838068528,1.321050135,1.996592778
Ig mu chain C region,Ighm,0.213344048,0.513838442,22.81142857,7.672527284,0.279814396,1,1,20,11,0.350943608,0.9959005,1,20,16.80911945,0.646918882,0.796461074,0.999999999,20.93714286,11.49433782,0.328501811,0.180144065,0.180144065,0,0.499242469,-0.069512486,0.066784687,-0.05022014,-0.337878863,0.859456736,0.363147526,1.036837705,0.07399834,0.718512477,0.626296236
Integrin alpha-1 (CD49 antigen-like family member A) (Laminin and collagen receptor) (VLA-1) (CD antigen CD49a),Itga1,0.035349118,0.248333636,21.23404255,8.862357443,0.795226652,0.057269646,0.629966104,24,7,0.834140918,0.225567677,1,22.76816609,7.948567484,0.247010088,0.017476752,0.185329014,22.66740288,7.99289482,-0.519268955,0.877843084,0.877843084,0,0.062785405,-0.299159773,-0.002234309,-1.903183542,-0.898625557,0.676814101,-0.215252263,0.270573519,-1.804462319,-1.378938456,-0.738450663
Integrin alpha-2 (CD49 antigen-like family member B) (Collagen receptor) (Platelet membrane glycoprotein Ia) (GPIa) (VLA-2 subun... <Preview truncated at 128 characters>,Itga2,0.093070471,0.344688127,20.16161616,11.64674324,0.340015295,1,1,20,15,0.392457479,0.904279898,1,20,19.69700619,1.226894043,0.55023807,0.999999999,20.05387205,15.26900334,0.971729406,0.149086109,0.149086109,0,0.494369824,1.617216891,0.654716552,1.007657533,0.499371974,1.104331677,1.465801062,1.005441626,1.054390664,1.335382072,1.182956869
Integrin alpha-5,Itga5,0.012447624,0.19056701,26.26315789,9.902266483,0.120012326,1,1,20,15,0.128325329,0.958458884,1,25.21072797,13.1253148,0.519190259,0.18176342,0.736041982,23.82462862,12.85022069,0.314829689,0.099758875,0.099758875,0,0.308500292,0.234484004,0.18147942,0.266085523,0.111480875,0.345481136,0.387568557,0.533346063,0.538583523,0.50919795,0.352603566
Integrin alpha-6 (CD49 antigen-like family member F) (VLA-6) (CD antigen CD49f) [Cleaved into: Integrin alpha-6 heavy chain; Int... <Preview truncated at 128 characters>,Itga6,0.953649105,0.978815488,24,11.6183634,0.033812197,1,1,20,17,0.176600501,0.999991919,1,20,10.84168256,0.6104656,0.999982797,0.999999999,21.33333333,12.75663737,0.494793516,0.065855856,0.065855856,0,0.717436772,0.078975803,0.575596386,0.649342622,0.61509881,0.58919086,0.399591798,0.884188412,0.459984768,0.317817456,0.575356162
Integrin beta-1,Itgb1,0.453018484,0.704660237,24,16.44636518,0.068214824,0.247873828,0.966576777,28,17,0.1103791,0.436277944,1,28,15.43674899,0.379442671,0.419585234,0.999999999,26.66666667,16.3825246,0.347714514,0.115863727,0.115863727,0,0.251151912,0.397336582,0.334051641,0.424276645,0.234385406,0.243520813,0.331337518,0.389946981,0.312312202,0.658003224,0.662800521
Integrin beta,Itgb4,0.556249688,0.775750467,24,7.097685173,0.126968679,1,1,28,3,0.167637326,0.959238242,1,28,2.901301188,0.332592795,0.974012215,0.999999999,26.66666667,4.400621684,0.115748418,0.157530376,0.157530376,0,0.488594628,-0.316269785,0.223374677,0.109222274,0.122856787,0.353114511,0.086079477,0.557717262,0.041747472,-0.314268644,0.008104304
Integrin beta,Itgb5,0.009849098,0.183766708,21.23404255,8.706271498,0.228848484,0.377646329,1,20,11,0.263485602,0.187620771,1,20,11.01328382,0.361342427,0.024198552,0.223607919,20.41134752,10.30770777,0.21084275,0.221223185,0.221223185,0,0.434757481,0.35031552,0.070491354,0.039683205,-0.115593087,0.51861704,0.428959557,0.187498088,0.030399041,0.275352024,0.245107898
Inter-alpha-trypsin inhibitor heavy chain H1,Itih1,0.067382029,0.30887915,21.81420765,6.744231462,0.236776054,1,1,20,9,0.113252845,0.988404808,1,20,6.999947979,0.812637467,0.49141265,0.999999999,20.60473588,7.604305679,0.462516859,0.113857125,0.113857125,0,0.460551166,0.490695599,0.343514085,0.305699115,0.44480464,0.606166346,0.527876059,0.36771235,0.551138469,0.774591302,0.772887239
"Inter-alpha trypsin inhibitor, heavy chain 2 (Inter-alpha-trypsin inhibitor heavy chain H2)",Itih2,0.558452334,0.77729815,24,20.85782926,0.064382662,1,1,24,21,0.129922944,0.671640799,1,27.30290456,22.96933125,0.330867443,0.92322902,0.999999999,25.10096819,21.63195822,0.318013852,0.075168057,0.075168057,0,0.237577024,0.223642013,0.40532005,0.170082757,0.310139344,0.4604691,0.234238289,0.116782227,0.422581668,0.600771169,0.60621643
Inter-alpha-trypsin inhibitor heavy chain H3,Itih3,0.115365728,0.388374063,27.91608392,14.06216878,0.257355045,0.558904371,1,28,17,0.121002761,0.531811214,1,28,15.04461413,0.678569919,0.34499822,0.999999999,27.97202797,15.3616192,0.592713456,0.260801945,0.260801945,0,0.968649596,0.424285468,0.827689965,0.438983788,0.65478423,0.321189843,0.426029694,0.371672873,0.904425066,1.158588578,0.877989197
Inosine triphosphate pyrophosphatase (ITPase) (Inosine triphosphatase) (EC 3.6.1.9) (Non-canonical purine NTP pyrophosphatase) (... <Preview truncated at 128 characters>,Itpa,0.007853782,0.17228543,22.81142857,14.95130607,0.240945984,0.15763919,0.798488541,24,17,0.266085391,0.327926145,1,23.92727273,16.04607107,0.638954071,0.015955856,0.178809945,23.5795671,15.98914678,0.58673458,0.244726845,0.244726845,0,0.259553204,0.62192368,0.54641249,0.874155333,0.307239398,0.483922671,0.641595661,0.715152357,1.118982343,0.797138879,0.634989455
"Inositol 1,4,5-trisphosphate receptor type 3 (IP3 receptor isoform 3) (IP3R 3) (InsP3R3) (Type 3 inositol 1,4,5-trisphosphate re... <Preview truncated at 128 characters>",Itpr3,0.324810645,0.610677156,24,7.56061087,0.174323705,1,1,20,11,0.177228798,0.797388033,1,28,2.761699609,0.466799823,0.845228323,0.999999999,24,7.612630072,0.165939008,0.208390116,0.208390116,0,0.476825145,-0.124839986,0.226185775,0.092770673,0.382927686,0.224446372,0.431830068,0.65303598,-0.049314362,-0.243669742,-0.078929512
Junction plakoglobin (Desmoplakin III) (Desmoplakin-3),Jup,0.616094218,0.808081582,24,10.23777055,0.118445008,1,1,20,11,0.224899969,0.883104068,1,20,10.8082891,0.733029387,0.976019816,0.999999999,21.33333333,10.80540887,0.500935751,0.180500546,0.180500546,0,0.626999859,0.287960489,0.669488591,0.736920471,0.351432004,0.740457441,0.665478633,0.923625939,0.163690912,0.391048703,0.337643876
"Keratin, type I cytoskeletal 10",Krt10,0.10937011,0.381114757,24,17.02123134,1.122561757,1,1,28,13,1.510994958,0.897499931,1,20,13.70934044,0.776563326,0.590435445,0.999999999,24,15.04755263,-0.651373557,1.020698104,1.020698104,0,0.084225238,-0.856728137,1.126991192,2.546829332,-2.113161242,-2.269547121,-1.750637526,-1.749818454,0.02712852,-1.94087542,-0.920889066
"Keratin, type II cytoskeletal 2 epidermal (Cytokeratin-2e) (CK-2e) (Epithelial keratin-2e) (Keratin-2 epidermis) (Keratin-2e) (K... <Preview truncated at 128 characters>",Krt2 K2e Krt2-17 Krt2a,0.453352855,0.704660237,24,17.45300639,0.603179676,1,1,28,13,1.072089043,0.999957457,1,20,11.99522918,0.562884352,0.953844696,0.999999999,24,14.3388302,-0.495543238,0.421923911,0.421923911,0,0.740901986,-0.252066511,-0.06479856,2.519811215,-2.22197546,-0.71242193,-1.353267383,-1.797227813,-0.226857377,-1.525471303,-1.053145722
"Keratin, type II cytoskeletal 8 (Cytokeratin endo A) (Cytokeratin-8) (CK-8) (Keratin-8) (K8) (Type-II keratin Kb8)",Krt8 Krt2-8,0.869124756,0.944756556,22.42696629,11.48901921,0.380214406,1,1,24,9,1.321090291,0.990978998,1,28,27.46462196,0.134884551,0.999503593,0.999999999,24.80898876,9.947963392,-1.261918144,0.194249169,0.153931671,0,-3.969450965,0.574886985,-0.67108443,-2.148475819,0.400507997,-0.001227918,-0.247155031,-0.14207129,-2.969681989,-1.697562235,-4.207876903
L1 cell adhesion molecule (Neural cell adhesion molecule L1),L1cam,0.200360852,0.500425116,24,7.206286458,1.490629538,0.096845539,0.706684773,28,7,0.145502438,0.541426654,1,23.92727273,6.848514412,1.940225541,0.167396084,0.70296817,25.30909091,7.057649469,0.065707218,1.599856781,1.599856781,0,2.498261958,-0.088075578,-0.246232814,-0.253385805,0.636847622,1.230270439,0.975235593,2.551075763,-0.059775751,-5.914473241,-0.267592659
Laminin subunit beta-1,Lamb1,0.487430414,0.731641986,24,10.80097205,0.235644798,1,1,24,13,0.324116089,0.969713033,1,23.0877193,7.885309383,0.825945953,0.959579165,0.999999999,23.69590643,10.54054282,0.642023012,0.254358481,0.254358481,0,1.470871326,0.451407393,0.561811717,1.051317521,0.715543094,0.680021909,0.53373298,1.269162502,0.727468048,-0.033084689,0.244849004
