"mRNAs identified in Ito et. al and analyzed by Pearson correlation: column headers show the transcript codes as identified by Ito et al. (Transcript accession); the names of the proteins as seen in Uniprot database (Protein name); gene names as seen in the Cyanobase (Gene names); the Uniprot accession numbers of all proteins (Uniprot Accession); the log2-mean-ratio normalized retrieved from GEO (GSE14225) from each time-point X (hours in LL) (LL.X); the Pearson correlation value (Pearson); the p-value for the significance of the Pearson correlation (p-value); the cluster number corresponding to each significant protein (Cluster nr); categorization of the protein corresponding to this mRNA, as cyclic (TRUE) and not-cyclic (FALSE), as determined by the Pearson correlation (Cyclic protein); the subjective phase, light (L) or dark (D), at which the mRNA profile shows a maximum abundance (Peak phase (subjective)); the phase, light (L) or dark (D), at which the protein profile shows a maximum abundance (Peak phase protein); the relationship between the mRNA peak phase and the protein peak phase, being in-phase (in), out of phase (out) or anti-phase (out (anti)); the delay between the maximum abundance observed at the mRNA level comparing to the maximum abundance at the protein level (delay (h)) (average delays account for different delays between the 2 days); the functional category at which the protein belongs to, based on the Cyanobase (Function category); the pathway to which the protein belongs, according to KEGG (KEGG); and the biological process in which the protein is involved, according to Gene Ontology (GO_BP).",,,,,,,,,,,,,,,,,,,,,,,,,,
(av) average delay based on 2 numbers,,,,,,,,,,,,,,,,,,,,,,,,,,
Light,,,,,,,,,,,,,,,,,,,,,,,,,,
Transcript accession,protein name,gene name,Accession,LL.4,LL.8,LL.12,LL.16,LL.20,LL.24,LL.28,LL.32,LL.36,LL.40,LL.44,LL.48,Pearson corr,p-value,Cluster nr,Cyclic protein,Peak phase (subjective),Peak phase protein,in/out phase,delay (h),Function category,KEGG,GO_BP
syc2144-h_at,bacitracin resistance protein,Synpcc7942_1967,Q31LS2,0.24309998,-0.44921565,-0.25260872,0.0893339,0.1857601,0.00219334,0.10002399,-0.36916943,-0.20168872,0.15813981,-0.05480863,0.21982648,0.78657521,0.0436,2,FALSE,-,-,-,-,-,-,-
syc2145-h_at,hypothetical protein,Synpcc7942_1966,Q31LS3,-0.06531074,-0.25146206,-0.28473118,-0.00594843,0.13907714,0.08348612,0.00123743,-0.19650698,-0.08981863,0.07553909,0.19168607,0.29924563,0.91423842,0.0040,2,FALSE,-,-,-,-,-,-,-
syc2146-h_at,exopolyphosphatase,Synpcc7942_1965,Q31LS4,-0.18038788,-0.28812026,-0.10937039,0.04736481,0.14950357,0.18162477,-0.02034013,-0.18961436,-0.15621832,-0.01276079,0.10742825,0.3500352,0.84396084,0.0199,6,FALSE,-,-,-,-,-,-,-
syc2147-m_at,4-hydroxybenzoate-octaprenyl transferase,Synpcc7942_1964,Q31LS5,0.1726111,-0.27552217,0.00570883,0.1224312,0.05384632,0.13903793,0.09690993,-0.39689166,-0.14426842,-0.01037066,-0.16082085,0.16826136,0.92323066,0.0030,2,FALSE,-,-,-,-,-,-,-
syc2151-m_at,hypothetical protein,Synpcc7942_1960,Q31LS9,-1.04269307,0.94044717,0.76273334,-0.19323596,-1.6434339,-2.0047207,-0.86675572,0.93480359,0.96320979,0.18082482,-2.14937623,-1.76798577,0.97485207,0.0001,1,FALSE,-,-,-,-,-,-,-
syc2152-h_at,proline-tRNA ligase,Synpcc7942_1959,Q31LT0,0.08487023,-0.4274142,-0.21505544,0.0716279,0.11611969,0.06024133,0.03814677,-0.36904384,-0.19990371,0.05357087,0.17604272,0.35141904,0.88493506,0.0090,2,FALSE,-,-,-,-,-,-,-
syc2153-m_at,hypothetical protein,Synpcc7942_1958,Q31LT1,-0.26018733,0.70627813,0.02184199,-0.17674885,-0.48557028,-0.57222043,-0.19174672,0.7567535,0.13122958,-0.00600877,-0.8715664,-0.46890209,0.93642156,0.0018,1,FALSE,-,-,-,-,-,-,-
syc2155-h_at,acetyl-CoA carboxylase beta subunit,Synpcc7942_1956,Q54776,-0.09708232,-0.14551384,-0.01468948,0.10361505,0.0235116,0.00514363,-0.07192514,-0.09770625,0.02239407,0.16047745,0.14434437,0.09744851,0.95543027,0.0006,6,FALSE,-,-,-,-,-,-,-
syc2156-m_at,CTP synthetase,Synpcc7942_1954,Q54775,-0.02106095,-0.40837554,0.1976192,0.07029397,0.01132883,-0.08674997,-0.04024628,-0.483335,0.14089582,0.04981397,0.1491267,0.13802324,0.86967262,0.0125,6,FALSE,-,-,-,-,-,-,-
syc2160-h_at,hypothetical protein,Synpcc7942_1950,Q31LT9,-0.4229285,0.63896257,0.73280448,-0.24378564,-0.82033649,-0.86545309,-0.43773248,0.5502463,0.69463342,0.04332503,-1.09121451,-0.90255878,0.97069596,0.0002,1,FALSE,-,-,-,-,-,-,-
syc2161-h_at,hypothetical protein,Synpcc7942_1949,Q54771,-0.78738086,0.69865284,0.76573436,-0.09241259,-0.82153668,-0.9289707,-0.48405022,0.56089163,0.70979208,0.0286778,-1.09955291,-0.82635117,0.96354255,0.0004,1,FALSE,-,-,-,-,-,-,-
syc2164-m_at,hypothetical protein,Synpcc7942_1946,Q31LU3,-0.22894944,0.35890082,0.03867811,-0.26813408,-0.23536612,-0.18198242,-0.11516712,0.54618416,-0.0179176,-0.15924186,-0.28914981,0.02265331,0.92255901,0.0031,1,FALSE,-,-,-,-,-,-,-
syc2166-h_at,"pyruvate dehydrogenase E1 component,",Synpcc7942_1944,Q31LU5,0.0351788,-0.20815121,-0.05686373,0.06924708,-0.01245812,0.02714265,0.03294473,-0.20953635,-0.00497738,0.00998899,0.07887042,0.13085802,0.84374561,0.0200,6,FALSE,-,-,-,-,-,-,-
syc2174-m_at,hypothetical protein,Synpcc7942_1936,Q31LV3,0.18118329,0.17298701,-0.05460839,-0.10111513,-0.0058086,-0.04670261,0.0687693,0.0767383,-0.13487426,-0.11868159,-0.08918855,-0.12893979,0.97780526,0.0001,4,TRUE,L,L,in,0,putative uncharacterized,putative uncharacterized,0
syc2177-h_at,isopentenyl-dephosphate delta-isomerase,Synpcc7942_1933,Q31LV6,0.31833546,-0.40442459,-0.24736721,-0.02292435,0.06957906,0.15353111,0.12070425,-0.371122,-0.26113288,0.0914987,0.00926746,0.2404586,0.90394758,0.0055,2,FALSE,-,-,-,-,-,-,-
syc2178-h_at,hypothetical protein,Synpcc7942_1932,Q31LV7,0.2588177,-0.44101435,-0.31545893,0.18963307,0.23892841,0.21434871,0.02277184,-0.42446818,-0.31641758,0.08102913,0.08568169,0.16315497,0.97295492,0.0002,2,FALSE,-,-,-,-,-,-,-
syc2183-h_at,diaminopimelate epimerase,Synpcc7942_1927,Q31LW2,0.3171481,-0.54094424,-0.31284695,-0.08923914,0.32307512,0.05572006,0.08517478,-0.5578804,-0.30772278,-0.03070427,0.23594091,0.32414373,0.88213764,0.0096,2,FALSE,-,-,-,-,-,-,-
syc2185-m_at,probable peptidase,Synpcc7942_1925,Q31LW4,-0.05295773,0.23811112,0.07575105,0.12707151,-0.05884996,-0.27337898,-0.13523585,0.28087788,-0.06114461,0.04998081,-0.19122242,-0.16950102,0.84858254,0.0184,1,FALSE,-,-,-,-,-,-,-
syc2187-m_at,group3 RNA polymerase ECF-type sigma factor SigG,Synpcc7942_1923,Q31LW6,-0.14501606,-0.18279537,-0.3282584,0.18186862,0.32797946,0.04190851,-0.15944455,-0.06585672,-0.54041854,0.14149403,0.16134925,0.28151241,0.81999497,0.0286,2,FALSE,-,-,-,-,-,-,-
syc2188-m_at,hypothetical protein,Synpcc7942_1922,Q31LW7,-0.08574049,0.25773321,0.04863377,-0.03493425,-0.0461042,-0.12275772,-0.18508902,0.1829982,0.12180363,0.01935116,-0.08254637,-0.14822201,0.88661759,0.0086,1,FALSE,-,-,-,-,-,-,-
syc2195-m_at,chorismate mutase,Synpcc7942_1915,Q31LX4,0.01447912,-0.22401535,-0.04287565,-0.0067588,0.20493185,0.08907131,-0.02109528,-0.19915699,-0.02545175,0.06388257,0.09074042,-0.03182012,0.84718796,0.0189,6,FALSE,-,-,-,-,-,-,-
syc2196-h_at,hypothetical protein,Synpcc7942_1914,Q31LX5,-0.29903913,0.48998447,0.50110682,-0.26358152,-0.34899919,-0.54712804,-0.27555155,0.54015301,0.44120377,-0.12093312,-0.63950854,-0.34562049,0.92863684,0.0024,1,FALSE,-,-,-,-,-,-,-
syc2197-h_at,Uncharacterized protein,Synpcc7942_1913,Q31LX6,0.09745946,-0.0504848,-0.25995449,-0.01854804,0.08187376,0.10405795,0.20846414,-0.02192159,-0.23625546,-0.07379979,-0.0557807,0.04966928,0.81841684,0.0292,4,FALSE,-,-,-,-,-,-,-
syc2200-m_at,protein conferring resistance to acetazolamide Zam,Synpcc7942_1911,Q31LX8,-0.25386422,-0.27606139,0.08046619,0.05564724,0.10754874,0.05097078,-0.14303621,-0.25965032,0.12840886,0.17917615,0.02062197,0.17718536,0.89314044,0.0074,6,FALSE,-,-,-,-,-,-,-
syc2201-m_at,3-octaprenyl-4-hydroxybenzoate carboxy-lyase,Synpcc7942_1910,Q31LX9,-0.16729735,-0.20605008,0.04374895,-0.03324749,-0.01588338,-0.04362254,-0.0434159,-0.19714158,0.13748774,0.16328045,0.20769784,0.17185558,0.89987562,0.0062,6,FALSE,-,-,-,-,-,-,-
syc2204-m_at,aerobic Mg-protoporphyrin IX monomethylester cyclase,Synpcc7942_1907,Q31LY2,0.10172448,0.04454729,-0.22635223,-0.00774674,0.08523207,0.13129607,0.15992226,-0.04082836,-0.33401612,-0.08780467,-0.02137687,0.11321412,0.94954214,0.0009,4,FALSE,-,-,-,-,-,-,-
syc2205-m_at,hypothetical protein,Synpcc7942_1906,Q31LY3,0.04933096,0.04691716,-0.16906696,-0.0394053,0.02577087,0.0711507,0.19706671,0.03116743,-0.2864991,-0.15170955,0.06258288,0.00081461,0.8726752,0.0117,4,FALSE,-,-,-,-,-,-,-
syc2206-m_at,toxin secretion ABC transporter ATP-binding protein,Synpcc7942_1905,Q31LY4,0.30354854,-0.16005814,-0.3360449,-0.08602811,0.11216756,0.02016487,0.08029672,-0.11269857,-0.33555897,-0.11260412,0.23986738,0.16531104,0.8129377,0.0315,2,FALSE,-,-,-,-,-,-,-
syc2211-h_at,dCTP deaminase,Synpcc7942_1900,Q31LY9,-0.0198847,-0.25619506,0.07281739,0.16683315,0.09671716,-0.09771201,-0.10896737,-0.20002218,0.01039738,0.1231257,0.03084678,0.04322388,0.81216315,0.0318,6,FALSE,-,-,-,-,-,-,-
syc2212-m_at,hypothetical protein,Synpcc7942_1899,Q31LZ0,0.29120387,0.12992885,-0.38434185,-0.00442604,-0.12101929,-0.05510456,0.04858562,0.09279128,-0.17641588,-0.03585766,-0.00821169,0.0142318,0.87229534,0.0118,4,FALSE,-,-,-,-,-,-,-
syc2213-m_at,3-isopropylmalate dehydratase large subunit,Synpcc7942_1898,Q31LZ1,0.08564951,-0.28192904,-0.05239462,0.01975397,0.10093856,0.13511732,0.05893995,-0.31100352,-0.14823734,-0.02208659,0.12103396,0.1653884,0.97450968,0.0001,2,FALSE,-,-,-,-,-,-,-
syc2214-m_at,putative transcripton factor DevT homolog,Synpcc7942_1897,Q31LZ2,0.07385762,-0.15107943,0.15219449,-0.13544765,-0.00900401,0.03660959,-0.04433033,-0.1385656,0.08864116,-0.05570378,-0.03591826,0.04106885,0.83848502,0.0217,6,FALSE,-,-,-,-,-,-,-
syc2215-m_at,arginine biosynthesis bifunctional protein ArgJ,Synpcc7942_1896,Q31LZ3,-0.28958325,0.19311473,0.68270008,-0.0027028,-0.31059403,-0.54862686,-0.44756364,0.09415784,0.54104705,0.19310629,-0.4254093,-0.38918252,0.93206253,0.0021,1,FALSE,-,-,-,-,-,-,-
syc2216-h_at,hypothetical protein,Synpcc7942_1895,Q31LZ4,-0.21647446,0.44584549,-0.15471233,0.0372932,-0.34530635,-0.60610701,0.03249331,0.63083741,0.01934041,0.1013617,-0.39818117,-0.23431868,0.91441,0.0040,1,FALSE,-,-,-,-,-,-,-
syc2219-h_at,hypothetical protein,Synpcc7942_1892,Q31LZ7,-0.01249935,-0.15670574,-0.03258353,-0.07887036,0.17498358,0.13487087,0.01405799,-0.243591,-0.16207202,-0.01509581,0.0642968,0.19731583,0.82501199,0.0266,2,FALSE,-,-,-,-,-,-,-
syc2220-h_at,A negative regulator for circadian gene expression,Synpcc7942_1891,Q31LZ8,0.2163604,-0.06888961,-0.13165218,0.00682955,0.09535733,0.09499534,0.04800539,-0.21816852,-0.24947607,-0.05232605,-0.01022179,0.02795639,0.94131501,0.0014,2,TRUE,D,L,out,6.5,biological/circadian rhythm,biological/circadian rhythm,0
syc2222-m_at,hypothetical protein,Synpcc7942_1889,Q31M00,-0.03832915,0.23329401,-0.27649029,-0.10443591,0.23952275,-0.1526552,-0.03976805,0.26166654,-0.31403627,-0.09962127,0.20399764,-0.10842826,0.98810644,0.0000,4,FALSE,-,-,-,-,-,-,-
syc2225-h_at,single-strand-DNA-specific exonuclease RecJ,Synpcc7942_1886,Q31M03,0.05327757,0.00042187,0.33175657,-0.14647419,-0.1878827,-0.28485313,-0.1122472,-0.05924848,0.40820981,0.08642275,-0.17686357,-0.20837716,0.81877808,0.0291,1,FALSE,-,-,-,-,-,-,-
syc2226-m_at,CbbY family protein,Synpcc7942_1885,Q31M04,-0.01827854,-0.28872303,-0.13214994,0.18327588,0.22158483,0.1473313,0.04412135,-0.30956881,-0.22070361,0.04353639,0.14643985,0.15852146,0.93210163,0.0021,2,FALSE,-,-,-,-,-,-,-
syc2227-m_at,probable cytidyltransferase,Synpcc7942_1884,Q31M05,-0.04398653,-0.28303713,-0.04262887,0.21917584,0.14681803,0.12005687,-0.08510591,-0.37624099,-0.17694359,0.19941215,0.01068392,0.25864892,0.91324677,0.0042,6,FALSE,-,-,-,-,-,-,-
syc2229-m_at,photosystem II 12 kD extrinsic protein (psbU),Synpcc7942_1882,Q31M07,0.22595676,-0.07127773,-0.23303436,-0.01892652,0.02969167,0.11229315,0.1190471,-0.13121342,-0.24574936,-0.05485333,0.07751002,0.07145037,0.9462487,0.0011,2,FALSE,-,-,-,-,-,-,-
syc2230-m_at,L-aspartate oxidase,Synpcc7942_1881,Q31M08,-0.25108981,-0.24771406,-0.22190468,-0.02552746,-0.00274405,0.27449812,-0.03051658,-0.237021,-0.15493479,0.10688353,0.14581798,0.33492656,0.93490237,0.0019,6,FALSE,-,-,-,-,-,-,-
syc2233-m_at,transglutaminase family protein  hypothetical protein,Synpcc7942_1877,Q31M12,0.06162618,-0.07801838,0.02310447,0.07690989,0.04223894,-0.12977584,-0.1407137,-0.02071354,0.03259129,-0.0651228,-0.17237117,0.17755823,-0.78556076,0.0441,5,FALSE,-,-,-,-,-,-,-
syc2234-m_at,hypothetical protein,Synpcc7942_1876,Q31M13,0.34273625,0.28600053,-0.2913282,-0.14118886,-0.12298297,-0.21410299,0.095522,0.22689958,-0.30138647,-0.02786991,-0.01886136,-0.40767913,0.8335627,0.0235,4,FALSE,-,-,-,-,-,-,-
syc2239-m_at,"hypothetical protein, probable RND efflux membrane fusion protein",Synpcc7942_1870,Q31M19,-0.23071203,-0.13042248,-0.12914709,0.05327777,0.07123395,-0.0027542,-0.2523657,-0.07496405,-0.04407077,0.25082655,0.06094492,0.35747022,0.80769435,0.0337,6,FALSE,-,-,-,-,-,-,-
syc2243-m_at,hypothetical protein,Synpcc7942_1866,Q31M23,-0.0071245,-0.42014349,-0.39423717,0.30888739,0.31052096,0.17969054,-0.09649257,-0.59282568,-0.24190523,0.11689119,0.34530104,0.17680888,0.92278311,0.0030,2,FALSE,-,-,-,-,-,-,-
syc2244-h_at,hypothetical protein,Synpcc7942_1865,Q31M24,-0.41555763,0.19343145,0.60803953,-0.14966126,-0.39977266,-0.41269508,-0.45913536,0.21122089,0.66045098,0.12799124,-0.48549778,-0.29001941,0.95781184,0.0006,1,FALSE,-,-,-,-,-,-,-
syc2245-h_at,hypothetical protein,Synpcc7942_1864,Q31M25,-0.08564222,-0.12318734,-0.22480063,-0.02111518,0.06968108,0.10916812,-0.05919438,-0.13484282,-0.14009363,0.06354133,0.11392834,0.24618332,0.95024017,0.0009,2,FALSE,-,-,-,-,-,-,-
syc2247-h_at,Uncharacterized protein,Synpcc7942_1862,Q31M27,-0.05223575,-0.19850914,-0.23335607,0.09351904,0.25796864,0.15921144,-0.01592126,-0.06552512,-0.20134217,0.10264996,0.19870802,0.08215403,0.95589981,0.0006,2,FALSE,-,-,-,-,-,-,-
syc2253-h_at,putative cytidine and deoxycytidylate deaminase,Synpcc7942_1856,Q31M33,0.06309038,-0.11395662,-0.15783517,-0.40053399,0.07409655,-0.3165118,-0.06389415,-0.26662705,0.09021251,0.32894141,-0.08755132,0.42192275,-0.78305659,0.0454,5,FALSE,-,-,-,-,-,-,-
syc2260-h_at,group2 RNA polymerase sigma factor,Synpcc7942_1849,Q31M40,-3.20562522,1.23062978,1.3225078,-0.70784838,-4.07882811,-4.20745878,-2.86005034,1.09015242,1.24724048,0.23328303,-3.82349341,-4.07220175,0.98855201,0.0000,1,TRUE,L/D,D,in,0.5,Transcription,0,"GO:0006350~transcription,GO:0006351~transcription, DNA-dependent,GO:0006352~transcription initiation,GO:0006355~regulation of transcription, DNA-dependent,GO:0006461~protein complex assembly,GO:0032774~RNA biosynthetic process,GO:0043933~macromolecular complex subunit organization,GO:0045449~regulation of transcription,GO:0051252~regulation of RNA metabolic process,GO:0065003~macromolecular complex assembly,GO:0070271~protein complex biogenesis,"
syc2265-m_at,hypothetical protein,Synpcc7942_1844,Q8GJN6,-0.24565966,-0.33555208,0.08052428,0.01384047,0.07708983,0.13562764,-0.07942133,-0.28996134,0.14151578,0.18543657,0.15482807,0.12360893,0.93080212,0.0022,6,FALSE,-,-,-,-,-,-,-
syc2266-m_at,hypothetical protein,Synpcc7942_1843,Q31M46,-0.22661227,-0.23314306,0.03529677,-0.07282927,-0.01067713,0.07997775,-0.23922051,-0.18179022,0.09675458,0.03860041,0.18238632,0.37973433,0.94893369,0.0010,6,FALSE,-,-,-,-,-,-,-
syc2271-m_at,light-independent protochlorophyllide reductase subunit B,Synpcc7942_1838,Q8GJN0,-0.79478489,0.43526776,0.84987331,-0.2719033,-0.95240091,-0.85153017,-0.64877471,0.62178262,0.95961699,0.13384393,-1.08604236,-0.76235775,0.97995583,0.0001,1,TRUE,L/D,D,in,0.5,Energy production and conversion/Metabolism of cofactors and vitamins,"syf00860:Porphyrin and chlorophyll metabolism,","GO:0006778~porphyrin metabolic process,GO:0006779~porphyrin biosynthetic process,GO:0015979~photosynthesis,GO:0015994~chlorophyll metabolic process,GO:0015995~chlorophyll biosynthetic process,GO:0016051~carbohydrate biosynthetic process,GO:0018130~heterocycle biosynthetic process,GO:0019685~photosynthesis, dark reaction,GO:0033013~tetrapyrrole metabolic process,GO:0033014~tetrapyrrole biosynthetic process,GO:0042440~pigment metabolic process,GO:0044271~nitrogen compound biosynthetic process,GO:0046148~pigment biosynthetic process,GO:0051186~cofactor metabolic process,GO:0051188~cofactor biosynthetic process,GO:0055114~oxidation reduction,"
syc2272-m_at,hypothetical protein,Synpcc7942_1837,Q31M52,0.18012278,-0.01452609,-0.09803346,-0.09433502,0.0512447,0.03035003,0.14073567,-0.02831791,-0.12322362,-0.10924451,-0.07268865,0.01673671,0.91109667,0.0045,4,FALSE,-,-,-,-,-,-,-
syc2273-m_at,hypothetical protein,Synpcc7942_1836,Q31M53,0.00891724,-0.23461488,-0.22131816,-0.07466333,0.0568899,0.12281596,0.02228628,-0.23999549,-0.12167151,0.08453231,0.25613988,0.28901256,0.94075116,0.0014,2,FALSE,-,-,-,-,-,-,-
syc2275-h_at,Putative uncharacterized protein SEN0013,Synpcc7942_1834,Q8GJM6,0.17306356,-0.42933268,-0.30820331,0.03828401,0.11588487,0.08181896,0.04621859,-0.24715862,-0.17625379,0.02848324,0.25514949,0.30355953,0.85033133,0.0179,2,FALSE,-,-,-,-,-,-,-
syc2277-m_at,hypothetical protein,Synpcc7942_1832,Q31M57,0.33982529,-0.2910513,-0.4787712,0.1067301,0.19310471,0.14153047,0.27416948,-0.31039498,-0.64894795,-0.01798484,0.0732664,0.10235801,0.9860766,0.0000,2,FALSE,-,-,-,-,-,-,-
syc2278-m_at,inosine-5'-monophosphate dehydrogenase,Synpcc7942_1831,Q31M58,-0.02055885,-0.39240418,-0.15049193,-0.06615242,0.18480969,0.29426154,0.13868184,-0.30100983,-0.06753444,-0.11995858,0.11136958,0.25467306,0.92481798,0.0028,2,FALSE,-,-,-,-,-,-,-
syc2279-m_at,thioredoxin,Synpcc7942_1830,P12243,0.16447026,0.33311873,0.19158097,-0.12999219,-0.27108025,-0.24316274,-0.05637782,0.29499528,-0.01705493,-0.0532623,-0.34016444,-0.41278882,0.89615023,0.0068,1,FALSE,-,-,-,-,-,-,-
syc2281-h_at,hypothetical protein,Synpcc7942_1828,Q8GJL9,-0.12984957,0.33399983,-0.05605288,-0.02445841,-0.20434605,-0.26525208,0.02052273,0.41437887,-0.02305402,0.03736491,-0.13381395,-0.1867461,0.98309816,0.0000,1,FALSE,-,-,-,-,-,-,-
syc2282-h_at,Uncharacterized protein,Synpcc7942_1827,Q31M62,-0.14508588,0.39207572,-0.09963845,0.08763469,-0.37929429,-0.33388159,0.13343298,0.50992805,-0.24655443,0.04648318,-0.20813826,-0.3370921,0.87096758,0.0121,1,FALSE,-,-,-,-,-,-,-
syc2285-m_at,hypothetical protein,Synpcc7942_1824,Q8GJL5,-0.05017965,0.14658441,0.20098942,-0.0689132,-0.11636579,-0.17495316,-0.15769915,0.17663558,0.15765654,-0.05407693,-0.07939329,-0.13288031,0.9201421,0.0033,1,FALSE,-,-,-,-,-,-,-
syc2288-h_at,hypothetical protein,Synpcc7942_1821,Q8GJL3,0.23537002,0.24029876,-0.08564748,-0.03774526,0.28237269,0.21615812,0.08604941,-0.20923935,-0.54817391,-0.5137386,0.07485771,-0.28410255,0.88198349,0.0096,4,FALSE,-,-,-,-,-,-,-
syc2289-m_at,hypothetical protein,Synpcc7942_1820,Q31M69,0.0201052,0.30595336,0.1166298,0.01906517,-0.05513838,0.00688944,0.08450844,0.18007915,-0.08720027,-0.27786865,-0.37750946,-0.28500924,0.78313573,0.0454,1,FALSE,-,-,-,-,-,-,-
syc2291-m_at,hypothetical protein,Synpcc7942_1818,Q31M71,0.78559456,0.42866854,-0.60536562,-0.4580083,0.01864141,-0.11477938,0.15532149,0.22412557,-0.7932169,-0.57618929,-0.20915037,-0.43938739,0.95592036,0.0006,4,FALSE,-,-,-,-,-,-,-
syc2297-h_at,hypothetical protein,Synpcc7942_1811,Q31M78,0.49288933,0.13948466,-0.48767793,-0.29253724,0.04637099,0.02668472,0.20802471,0.0904543,-0.45566875,-0.38433702,-0.01849153,-0.02806331,0.97162743,0.0002,4,FALSE,-,-,-,-,-,-,-
syc2305-m_at,Uncharacterized protein,Synpcc7942_1804,Q31M85,-0.2322125,0.57483419,0.413829,0.17626032,-1.06594547,-1.22611703,-0.01640955,0.66590827,0.32180336,0.31313307,-0.97389164,-1.11792022,0.99141754,0.0000,1,FALSE,-,-,-,-,-,-,-
syc2309-h_at,hypothetical protein,Synpcc7942_1800,Q31M89,-0.3849522,-0.2963922,-0.33861124,0.28083681,0.33340569,0.11071679,-0.23298126,-0.17689165,-0.42100022,0.29121201,0.27841969,0.32581602,0.9326644,0.0021,2,TRUE,D,L,out,4.5,putative uncharacterized,putative uncharacterized,0
syc2311-h_at,Uncharacterized protein,Synpcc7942_1798,Q31M91,-0.00733607,0.66354174,-0.20471197,-0.4566326,-0.67748728,-0.93992822,-0.21464867,0.8978558,0.13557101,0.00088872,-0.41925491,-0.75689989,0.9198042,0.0034,1,FALSE,-,-,-,-,-,-,-
syc2312-h_at,Uncharacterized protein,Synpcc7942_1797,Q31M92,0.23403809,0.05094752,-0.40139451,0.04087187,-0.05163444,-0.07935355,0.16450274,0.06819137,-0.30576,0.02780291,0.11476311,-0.108561,0.91409037,0.0041,4,FALSE,-,-,-,-,-,-,-
syc2315-h_at,aspartate transaminase,Synpcc7942_1794,Q31M95,0.09082148,-0.31531479,-0.17360917,0.06238922,0.20092495,0.17382443,0.02986058,-0.09663672,-0.14613562,-0.06140534,0.05623958,0.13760504,0.82742998,0.0257,2,FALSE,-,-,-,-,-,-,-
syc2318-m_at,hypothetical protein,Synpcc7942_1791,Q31M98,0.10256328,-0.15151891,0.02756969,-0.41934326,-0.02393155,-0.36000351,-0.36291805,-0.10483413,0.05875416,0.30591779,-0.01229519,0.33158797,-0.85199794,0.0174,6,FALSE,-,-,-,-,-,-,-
syc2320-h_at,DnaJ protein,Synpcc7942_1789,Q31MA0,0.25815247,-0.1253653,0.00637119,0.02281372,0.14109208,0.15996216,-0.05581998,-0.15294032,-0.18368527,-0.14733462,-0.10300142,-0.0177831,0.7827383,0.0456,2,FALSE,-,-,-,-,-,-,-
syc2322-m_at,nitrogen fixation protein NifU and related protein,Synpcc7942_1787,Q31MA2,0.09346855,-0.34820809,-0.03965494,0.16060724,0.14594356,0.17826043,-0.02034654,-0.29693596,-0.1508768,0.0867372,0.14541397,0.0061702,0.92207931,0.0031,2,FALSE,-,-,-,-,-,-,-
syc2323-m_at,hypothetical protein YCF51,Synpcc7942_1786,Q31MA3,-0.01672109,-0.3809581,-0.10446163,0.13667534,0.19986251,0.11725259,0.043411,-0.31656089,-0.20958179,0.03702591,0.08240878,0.28510743,0.84758469,0.0187,2,FALSE,-,-,-,-,-,-,-
syc2325-h_at,group3 RNA polymerase sigma factor SigF2,Synpcc7942_1784,Q31MA5,-0.97618215,0.71110499,0.99256072,-0.45142037,-1.43473996,-1.32679578,-0.96232322,0.75711143,0.99250122,0.17993046,-1.1652868,-1.18141728,0.9730679,0.0002,1,TRUE,L/D,D,out,4 (av),Transcription,0,"GO:0006350~transcription,GO:0006351~transcription, DNA-dependent,GO:0006352~transcription initiation,GO:0006355~regulation of transcription, DNA-dependent,GO:0006461~protein complex assembly,GO:0032774~RNA biosynthetic process,GO:0043933~macromolecular complex subunit organization,GO:0045449~regulation of transcription,GO:0051252~regulation of RNA metabolic process,GO:0065003~macromolecular complex assembly,GO:0070271~protein complex biogenesis,"
syc2326-h_at,hypothetical protein,Synpcc7942_1783,Q31MA6,-0.48896703,-0.03246178,0.57827846,-0.10249713,-0.16479206,-0.44878079,-0.52805757,0.18401394,0.62618102,0.21286713,-0.37426858,-0.15364793,0.87438535,0.0113,3,FALSE,-,-,-,-,-,-,-
syc2332-h_at,hypothetical protein,Synpcc7942_1777,Q31MB2,-0.24687913,0.35207941,0.46599438,-0.54777114,-0.4078912,-0.23048146,-0.27698725,0.19043873,0.37964593,-0.06503811,-0.25991874,-0.00513283,0.84966628,0.0181,1,FALSE,-,-,-,-,-,-,-
syc2337-h_at,signal recognition particle protein,Synpcc7942_1771,Q55311,-0.23156713,-0.12696362,0.29862887,0.02400824,-0.01497626,0.00874544,-0.2657399,-0.19797018,0.28374438,0.1051952,-0.01885107,0.05549789,0.96562368,0.0003,3,FALSE,-,-,-,-,-,-,-
syc2339-h_at,Uncharacterized protein,Synpcc7942_1769,Q31MC0,-0.64902619,0.01790679,0.5302553,-0.22719787,-0.32266969,-0.28511557,-0.24306833,0.25885194,0.54120763,-0.01176979,-0.16971107,-0.00751867,0.97459183,0.0001,3,FALSE,-,-,-,-,-,-,-
syc2340-h_at,Uncharacterized protein,Synpcc7942_1768,Q31MC1,-0.37859882,0.16314661,0.33804098,0.15191187,-0.18825355,-0.27914621,-0.09316925,0.28610465,0.33950731,0.00745346,-0.39346159,-0.26531795,0.81172258,0.0320,1,FALSE,-,-,-,-,-,-,-
syc2348-h_at,alanine dehydrogenase,Synpcc7942_1760,Q31MC9,0.19349294,-0.22358979,-0.44693698,0.00535667,0.18493079,0.17734633,0.05949298,-0.05592829,-0.31926719,0.04984668,0.05675251,0.16334816,0.92557431,0.0027,2,FALSE,-,-,-,-,-,-,-
