"Proteins identified in the 48h time-course experiment, using TMT 6-plex labeling: column headers show the Uniprot accession numbers of all proteins (Uniprot Accession); the names of the proteins as seen in Uniprot database (Protein name); the common gene names (gene names); gene names as seen in the Cyanobase (http://genome.microbedb.jp/cyanobase/) (Gene names (Synpcc7942 only); the number of spectrum to peptide matches of each protein for the whole 48h experiment (Total PSMs); the theoretical molecular weight (MW (kDa)); the abundance factor calculated by dividing the number of PSMs by the molecular weight (Abund factor); the relative abundance factor calculated by diving the abundance factor for the sum of all abundance factors (Rel abund); the total number of protein copies analyzed in one sample (Prot copy nrs), as calculated by multiplying the relative abundance factor for the amount of protein material used in the 48h experiment, dividing by the molecular weight and multiplying for the avogadro number; the number of protein copies analyzed in one cell, as calculated by dividing the protein copy numbers for the number of cells used in the 48h experiment (Prot copies/cell); the number of peptides per 12h experiment, one protein was identified with (Unique peptides); number of spectra per 12h experiment, one protein was identified with (Unique spectra); the percentage of which we were able to identify in a protein (Coverage(%)); the normalized protein ratio in a certain time-point X (X hours LD); the number of spectra used for the ratio calculation (Quant spectra); the variance between the ratios of the spectra used for quantification (Variance X hours LD); categorization of significant (TRUE) and non-significant (FALSE) proteins, as determined by the inter quartile range analysis (Significant); the cluster number corresponding to each significant protein (Cluster nr);categorization of cyclic (TRUE) and not-cyclic (FALSE) proteins, as determined by the Pearson correlation (Cyclic); the Pearson correlation value (Pearson); the p-value for the significance of the Pearson correlation (p-value); and the phase, light (L) or dark (D), at which the protein profile shows a maximum abundance (Peak phase).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
* significant (p<0.05),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
** very significant (p<0.01),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uniprot Accession,Protein name,Gene name,Gene Name (Synpcc7942 only),Total PSMs,MW (kDa),Abund factor,Rel abund ,Prot copy nrs,Prot copies/cell,Unique Peptides,Unique Spectra,Coverage (%),6.5 hours LD,Quant spectra,Variance 6.5 hours LD,9.5 hours LD,Quant spectra,Variance 9.5 hours LD,11.5 hours LD,Quant spectra,Variance 11.5 hours LD,12.5 hours LD,Quant spectra,Variance 12.5 hours LD,14.5 hours LD,Quant spectra,Variance 14.5 hours LD,Unique Peptides,Unique Spectra,Coverage (%),17.5 hours LD,Quant spectra,Variance 17.5 hours LD,21.5 hours LD,Quant spectra,Variance 21.5 hours LD,23.5 hours LD,Quant spectra,Variance 23.5 hours LD,24.5 hours LD,Quant spectra,Variance 24.5 hours LD,26.5 hours LD,Quant spectra,Variance 26.5 hours LD,Unique Peptides,Unique Spectra,Coverage (%),30.5 hours LD,Quant spectra,Variance 30.5 hours LD,33.5 hours LD,Quant spectra,Variance 33.5 hours LD,35.5 hours LD,Quant spectra,Variance 35.5 hours LD,36.5 hours LD,Quant spectra,Variance 36.5 hours LD,38.5 hours LD,Quant spectra,Variance 38.5 hours LD,Unique Peptides,Unique Spectra,Coverage (%),41.5 hours LD,Quant spectra,Variance 41.5 hours LD,45.5 hours LD,Quant spectra,Variance 45.5 hours LD,47.5 hours LD,Quant spectra,Variance 47.5 hours LD,48.5 hours LD,Quant spectra,Variance 48.5 hours LD,50.5 hours LD,Quant spectra,Variance 50.5 hours LD,Significant,Cluster nr,Cyclic,Pearson,p-value,Peak phase
Q8KIY0,tRNA pseudouridine synthase B,truB,Synpcc7942_1222,15,31.5,0.000475892,3.4542E-05,6.3333E+11,1.2497E+02,3,6,15.6,0.7846934,6,0.0052,0.971404252,6,0.0042,1.021409752,6,0.0038,0.855263622,6,0.0045,1.331067256,6,0.0134,2,2,11.6,1.074484117,2,0.0131,1.233104833,2,0.0125,1.145776736,2,0.0154,1.051477539,2,0.0136,1.0752266,2,0.0128,4,5,18.7,0.931107875,2,0.0036,0.999539589,2,0.0138,0.878415519,2,0.0309,0.894746483,2,0.0233,0.931751284,2,0.0299,2,2,7.8,0.729289566,1,0.0666,1.459822322,1,0.052,1.52159825,1,0.0515,1.409288798,1,0.0501,1.010182871,1,0.0501,FALSE,-,-,-,-,-
Q9ALA7,Thioredoxin,trx,Synpcc7942_1978,4,12.7,0.000315643,2.29105E-05,1.0448E+12,2.0616E+02,1,1,8.1,0.595799316,1,0.0735,0.628058359,1,0.065,0.727277246,1,0.0569,0.688018316,1,0.0625,0.612773535,1,0.0636,1,1,12.6,1.014845663,1,0.0583,0.85329657,1,0.0584,0.657809286,1,0.0623,0.93734615,1,0.0622,1.609533425,1,0.0528,1,1,8.1,1.276144932,1,0.0354,0.892483098,1,0.0388,0.89495253,1,0.0459,0.772324834,1,0.0413,0.760501369,1,0.0407,1,1,8.1,0.525291048,1,0.0717,0.701132341,1,0.061,0.482947586,1,0.0718,1.173005369,1,0.0487,1.287656427,1,0.0487,TRUE,3,FALSE,-,-,-
P12243,Thioredoxin-1,trxA,Synpcc7942_1830,1291,11.6,0.110901512,0.00804964,3.9963E+14,7.8855E+04,9,221,77.6,0.890635496,193,0.004,1.009252886,198,0.0035,1.047852129,202,0.0012,0.912641052,195,0.0017,1.16385801,201,0.0016,13,533,99.1,1.044720219,486,0.0016,1.051961874,486,0.0015,0.971627952,486,0.0011,1.062184599,486,0.001,1.208648452,486,0.0009,11,222,77.6,0.978813611,190,0.0024,0.87821328,193,0.0025,0.781627805,184,0.0035,0.804822298,185,0.0025,0.837336456,192,0.002,11,315,77.6,0.994947122,273,0.003,1.240223625,274,0.0043,1.245374589,273,0.0026,1.197291778,273,0.0027,1.195914138,274,0.0027,FALSE,-,-,-,-,-
Q31K58,Elongation factor Ts,tsf,Synpcc7942_2531,538,24.3,0.022170312,0.001609203,3.8324E+13,7.5621E+03,11,65,46.2,1.093704503,65,0.0023,0.983558056,65,0.002,1.002536054,65,0.0008,0.983784555,65,0.0011,1.108153698,65,0.0012,14,177,68.3,1.017419366,177,0.0012,1.06071815,177,0.0015,1.080936047,177,0.0017,1.051719679,177,0.0008,0.978813611,177,0.0011,13,127,56.1,0.899083443,120,0.0019,0.91748717,120,0.0018,0.806120564,117,0.0019,0.942974611,121,0.0019,0.963607119,123,0.0022,15,169,60.6,1.144458371,143,0.0037,1.111475771,142,0.0033,1.119953522,143,0.0028,1.131878994,143,0.0018,1.143141523,143,0.0018,FALSE,-,-,-,-,-
P33171,Elongation factor Tu,tuf,Synpcc7942_0884,1856,44.2,0.042026369,0.003050429,3.9918E+13,7.8768E+03,21,294,56,0.912010839,253,0.0015,0.925976575,258,0.0018,0.999309463,261,0.0007,0.875991718,256,0.001,1.086425624,259,0.0011,23,726,61.4,1.074484117,664,0.0013,1.084426196,665,0.0016,1.083926914,665,0.0011,1.055601503,664,0.001,1.234525315,664,0.0012,23,369,63.1,0.94080583,278,0.0031,0.911171233,283,0.0032,0.810027942,252,0.0022,0.848203382,274,0.002,0.88838251,283,0.0018,22,467,56.5,1.095468767,369,0.0034,1.174897555,369,0.0038,1.171385921,370,0.0021,1.19894704,370,0.0024,1.27203775,370,0.0024,FALSE,-,-,-,-,-
P35088,Thiol:disulfide interchange protein txlA,txlA,Synpcc7942_2128,131,20.6,0.006344311,0.000460493,1.2889E+13,2.5432E+03,3,13,19.4,0.814891898,12,0.0026,1.004847138,12,0.0035,0.929180314,12,0.0063,0.843140595,12,0.0045,1.210598134,12,0.0068,4,38,26.7,1.069547311,34,0.0004,1.086675811,34,0.0004,1.024707701,34,0.0005,1.019060575,34,0.0007,1.071025966,34,0.0011,3,40,17.3,0.850354472,34,0.0027,0.962055219,34,0.0015,0.859409203,34,0.0037,0.909913273,34,0.0019,1.034189204,35,0.0008,3,40,17.3,1.225462426,37,0.0054,1.185222807,37,0.0035,1.155579955,37,0.0043,1.10357029,37,0.0026,1.132400363,37,0.0026,FALSE,-,-,-,-,-
Q31K19,Tyrosine--tRNA ligase,tyrS,Synpcc7942_2570,109,44.3,0.00245788,0.000178402,2.3249E+12,4.5875E+02,11,19,33.8,1.035857465,13,0.001,0.991516624,13,0.0009,0.967609225,13,0.0011,0.976562402,13,0.0018,1.095721037,14,0.0144,14,30,50,1.028489826,24,0.0011,1.040159644,24,0.0007,1.055115493,24,0.0009,1.018825954,24,0.0005,0.92853868,24,0.0011,9,33,34.8,0.872368549,23,0.0039,0.913482012,23,0.0052,0.804451749,22,0.0044,0.885523315,22,0.0027,0.948418463,23,0.0054,8,27,28.4,1.173005369,17,0.0039,1.088428738,17,0.0041,1.055601503,17,0.0016,1.062918583,17,0.0029,1.064143018,17,0.0029,FALSE,-,-,-,-,-
Q31P90,Demethylmenaquinone methyltransferase,ubiE,Synpcc7942_1099,9,25.4,0.000353979,2.56931E-05,5.8401E+11,1.1524E+02,1,1,9.9,0.94558375,1,0.0551,0.928324901,1,0.0514,0.865964323,1,0.05,0.908866299,1,0.0521,1.006931669,1,0.0486,1,1,9.9,1.065859597,1,0.0569,1.027542988,1,0.0556,1.262118115,1,0.0537,0.860795524,1,0.0628,0.939290652,1,0.0571,2,3,16.3,-,0,Inf,0.984464364,1,0.0991,-,0,Inf,0.987188301,1,0.0992,0.618443458,1,0.1229,2,4,16.3,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,FALSE,-,-,-,-,-
Q31MH4,Uracil phosphoribosyltransferase,upp,Synpcc7942_1715,195,23.9,0.008163114,0.000592509,1.4335E+13,2.8285E+03,11,47,52.5,0.902817565,40,0.0017,0.996322642,40,0.0011,0.957194071,41,0.0008,0.89145618,39,0.001,1.083427862,41,0.004,13,53,66.4,1.125382092,51,0.0017,1.149740951,51,0.0019,1.117892391,51,0.0014,1.001382506,51,0.0008,1.20005182,51,0.0021,8,46,35.5,0.974765164,42,0.0027,0.903857571,43,0.0067,0.864171621,36,0.0035,0.950604794,41,0.007,0.915798652,44,0.0028,9,49,37.3,1.027069896,32,0.0068,1.092446053,33,0.0039,1.083677359,33,0.0037,1.074484117,33,0.0035,1.146040591,32,0.0035,FALSE,-,-,-,-,-
Q31QS4,UvrABC system protein B,uvrB,Synpcc7942_0563,53,76.2,0.000695506,5.04824E-05,3.8285E+11,7.5545E+01,7,12,11.4,0.957634977,8,0.0079,1.004847138,8,0.0036,0.884708093,8,0.0036,0.992658807,8,0.0037,1.127197456,8,0.0033,6,6,13.4,1.055115493,6,0.0041,1.073494936,6,0.0016,1.155846068,6,0.0016,1.031098132,6,0.0017,0.893099816,6,0.0028,11,21,21.2,0.896189807,6,0.0057,0.984237709,6,0.0045,0.940589226,6,0.0021,0.946455066,6,0.0047,0.96094825,6,0.0049,7,14,13.7,1.041837535,9,0.005,0.979489985,9,0.0075,0.914323748,9,0.0027,0.956753369,9,0.0026,0.95873813,9,0.0026,FALSE,-,-,-,-,-
Q31QQ0,Valine--tRNA ligase,valS,Synpcc7942_0587,127,102.9,0.001233904,8.95613E-05,5.0288E+11,9.9229E+01,8,13,9.9,1.092446053,13,0.0014,0.94863687,13,0.0016,0.957855506,13,0.0033,0.978813611,13,0.001,1.031335578,13,0.0047,16,24,21.2,1.028963572,16,0.0009,1.086175494,16,0.0008,1.170307532,16,0.0016,0.990603824,16,0.0017,0.761202139,16,0.0049,14,45,18,0.939723311,24,0.0037,1.005078539,24,0.0011,0.856051712,24,0.002,0.971851703,24,0.0019,0.990375755,24,0.0019,16,45,20.9,1.156911132,45,0.0019,1.073000687,45,0.0032,1.002997845,45,0.0028,1.070532854,45,0.0041,0.962498364,45,0.0041,FALSE,-,-,-,-,-
Q31RB9,Exodeoxyribonuclease 7 large subunit,xseA,Synpcc7942_0368,27,50.5,0.000534757,3.88146E-05,4.4428E+11,8.7666E+01,4,5,9.1,0.992430265,5,0.0034,1.025651926,5,0.0067,1.006236345,5,0.003,0.981747943,5,0.0057,1.230268771,5,0.0025,3,5,7.6,1.062918583,5,0.0021,1.124604974,5,0.002,1.133182868,5,0.002,1.043998801,5,0.0022,0.852314742,5,0.004,6,10,20,1.009252886,5,0.012,1.004847138,5,0.006,0.918332596,5,0.0038,1.039202062,5,0.0089,1.094460268,5,0.0105,4,7,13.6,1.081433951,7,0.0013,0.964272986,7,0.0012,0.925550245,7,0.0017,1.056087738,7,0.0022,1.163054323,7,0.0022,FALSE,-,-,-,-,-
Q31KR8,Photosystem I assembly protein ycf3,ycf3,Synpcc7942_2321,150,19.9,0.007552974,0.000548223,1.5953E+13,3.1479E+03,6,24,32.9,0.988553095,21,0.0009,1.095721037,21,0.0004,1.114037987,21,0.0007,1.007859514,21,0.0004,1.201434227,21,0.0005,8,49,35.3,0.997240712,43,0.0019,0.881251765,43,0.0032,0.800018445,43,0.0033,0.825277491,43,0.003,1.127976366,43,0.0022,6,36,33.5,1.177334851,28,0.0014,1.096730699,28,0.0016,1.029674601,29,0.0037,0.921085615,29,0.0007,0.986052413,28,0.0015,7,41,37,1.251699273,29,0.0022,0.992201776,29,0.0022,1.114294534,28,0.001,0.863574878,28,0.0014,0.962941713,29,0.0014,TRUE,1,FALSE,-,-,-
Q31QI3,Photosystem I assembly protein Ycf4,ycf4,Synpcc7942_0654,10,20.5,0.000488088,3.54272E-05,9.9932E+11,1.9719E+02,2,3,14.4,0.924272433,3,0.0022,0.928752509,3,0.0021,0.971627952,3,0.002,0.957634977,3,0.0027,1.138937782,3,0.0019,2,2,12.8,0.962276766,2,0.0075,0.979039017,2,0.0073,1.088930093,2,0.008,1.012511583,2,0.0149,0.907611521,2,0.0075,2,3,11.2,0.921085615,2,0.0133,0.882470101,2,0.0131,0.872368549,1,0.0159,0.898462593,2,0.0141,0.980844136,2,0.0128,2,2,12.8,0.655994201,2,0.0397,1.070286383,2,0.0323,1.030623403,2,0.0324,1.41807761,2,0.0285,1.860372881,2,0.0285,FALSE,-,-,-,-,-
Q31N27,Probable zeta-carotene desaturase,zds,Synpcc7942_1512,48,53.2,0.000901508,6.54347E-05,7.1024E+11,1.4015E+02,4,8,7.3,1.252275835,8,0.0083,1.008788215,8,0.0048,1.061695557,8,0.0034,0.952357486,8,0.0015,1.013211242,8,0.018,5,17,11.9,1.041357862,17,0.0004,1.121501865,17,0.0005,1.126159747,17,0.0003,1.025415788,17,0.0004,0.929180314,17,0.0003,3,10,5.4,0.984917831,16,0.0039,1.112756142,16,0.0098,0.895570955,16,0.003,1.116863248,16,0.0041,1.09774129,16,0.0047,5,13,9.1,1.226874105,13,0.0054,1.186314941,13,0.011,1.05535847,13,0.0027,1.079940927,13,0.0012,1.075969597,13,0.0012,FALSE,-,-,-,-,-
P29686,Glucose-6-phosphate 1-dehydrogenase,zwf,Synpcc7942_2334,804,58.1,0.013848031,0.001005141,1.0005E+13,1.9742E+03,28,126,57.3,1.082679715,120,0.0018,0.969170084,117,0.0019,0.999309463,119,0.0008,1.003690931,119,0.0014,1.144721922,119,0.0049,36,273,74,1.035857465,260,0.001,1.096478196,260,0.001,1.188228596,260,0.0006,1.034189204,260,0.0006,0.767538201,260,0.0014,28,187,52.8,0.915377008,164,0.0029,1.044239219,170,0.002,0.898048931,156,0.0034,1.027542988,166,0.0024,1.005773063,170,0.0029,30,218,59.3,1.203372271,173,0.0034,1.076961058,174,0.0031,1.041597671,174,0.0024,1.101032149,177,0.0032,0.905941178,172,0.0032,FALSE,-,-,-,-,-
Q31RU2,Putative uncharacterized protein,Synpcc7942_0195,Synpcc7942_0195,18,14.2,0.00127152,9.22916E-05,3.7677E+12,7.4346E+02,2,2,30.3,-,0,Inf,0.698071649,2,0.0985,0.679986045,2,0.0929,0.601035328,2,0.1419,1.283512197,1,0.0967,3,14,35.9,1.282035349,10,0.0007,1.291219274,10,0.0007,1.267943787,10,0.0007,1.397976915,10,0.0007,1.258635567,10,0.0007,1,2,5.6,0.805193017,2,0.0097,0.898669495,2,0.0093,0.831955314,2,0.0104,0.840814127,2,0.0094,0.962720013,2,0.009,0,0,0,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,FALSE,-,-,-,-,-
Q31RC1,Putative sulfate transporter,Synpcc7942_0366,Synpcc7942_0366,3,79.5,3.7732E-05,2.73873E-06,1.9907E+10,3.9281E+00,1,1,1.5,-,0,Inf,1.064878356,1,0.7749,1.475027102,1,0.6419,-,0,Inf,1.27790921,1,0.695,0,0,0,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,2,2,3.4,1.24652215,2,0.0409,0.761026886,2,0.1319,1.165467051,2,0.0476,0.883893622,1,0.0491,1.176792793,2,0.0396,0,0,0,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,FALSE,-,-,-,-,-
Q31R90,Putative neutral invertase,Synpcc7942_0397,Synpcc7942_0397,4,52.7,7.59475E-05,5.51255E-06,6.0489E+10,1.1936E+01,1,1,2.8,-,0,Inf,0.986506611,1,0.6803,1.498649248,1,0.5408,1.559193444,1,0.5626,-,0,Inf,0,0,0,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,1,1,4.1,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,2,2,6.9,1.711591023,1,0.407,1.399265093,1,0.4209,2.119824953,1,0.38,1.327700137,1,0.4035,1.677644742,1,0.4035,FALSE,-,-,-,-,-
Q31P54,Cation transporter,Synpcc7942_1135,Synpcc7942_1135,1,19.1,5.23018E-05,3.79626E-06,1.1475E+11,2.2642E+01,1,1,5.2,-,0,Inf,0.613479422,1,0.7655,0.703720172,1,0.6514,-,0,Inf,0.597447846,1,0.7461,0,0,0,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,0,0,0,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,0,0,0,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,FALSE,-,-,-,-,-
Q31NI8,"HAD-superfamily hydrolase subfamily IA, variant 3",Synpcc7942_1351,Synpcc7942_1351,13,26.2,0.000495678,3.59781E-05,7.9280E+11,1.5644E+02,1,2,16.5,-,0,Inf,0.738754263,1,0.3101,-,0,Inf,-,0,Inf,1.296582035,1,0.2317,1,1,8.5,0.900119147,1,0.12,1.251411092,1,0.1083,0.897635459,1,0.1157,1.170846602,1,0.1178,1.455123987,1,0.1066,3,6,24.6,0.856643256,1,0.0084,0.987188301,1,0.0162,1.030148893,1,0.0324,0.746105085,1,0.0366,1.052446432,1,0.0068,3,4,24.6,0.926189813,3,0.0364,0.700648183,3,0.0397,0.852314742,3,0.0366,0.741993328,3,0.0355,0.753182117,3,0.0355,FALSE,-,-,-,-,-
Q31MD8,Putative uncharacterized protein,Synpcc7942_1751,Synpcc7942_1751,23,7.3,0.003156913,0.00022914,1.8176E+13,3.5866E+03,2,3,22.4,-,0,Inf,0.988325498,1,0.2736,1.667247213,1,0.2125,1.139987266,1,0.2579,-,0,Inf,2,3,37.3,1.116349032,3,0.008,0.908447847,3,0.0023,0.937777913,3,0.0039,0.984464364,3,0.0025,1.276438809,3,0.0022,2,8,22.4,1.419711172,3,0.0145,1.089933497,2,0.0572,0.945801503,1,0.1832,-,0,Inf,1.025651926,1,0.0756,3,9,38.8,1.321295634,2,0.016,1.177063791,3,0.0096,1.353006864,3,0.015,1.08292904,2,0.0157,0.927256743,2,0.0157,FALSE,-,-,-,-,-
Q31MB2,Putative uncharacterized protein,Synpcc7942_1777,Synpcc7942_1777,4,37.2,0.000107555,7.80675E-06,1.2131E+11,2.3938E+01,1,1,4.4,-,0,Inf,0.890635496,1,0.1087,0.995176243,1,0.0977,0.958958913,1,0.1057,1.059253725,1,0.0981,0,0,0,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,1,1,7.6,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,1,2,7.6,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,FALSE,-,-,-,-,-
Q31LE2,Putative uncharacterized protein,Synpcc7942_2097,Synpcc7942_2097,12,34.9,0.000343453,2.49291E-05,4.1235E+11,8.1365E+01,2,2,13.4,-,0,Inf,0.880643228,1,0.5027,0.930893505,1,0.4569,0.682652995,1,0.5825,-,0,Inf,1,1,9.2,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,3,4,10.1,1.234809608,1,0.0039,1.27262368,1,0.0304,1.068316657,1,0.0049,1.481835518,1,0.0429,1.122793785,1,0.0362,4,5,16.7,0.93282462,3,0.0074,0.814516713,3,0.0396,0.803341125,3,0.0127,0.842752404,2,0.0049,0.825657633,3,0.0049,FALSE,-,-,-,-,-
Q31K37,Hydrogenase accessory protein HypB,Synpcc7942_2552,Synpcc7942_2552,6,26.1,0.000230295,1.67156E-05,3.7079E+11,7.3164E+01,1,1,4.5,-,0,Inf,0.682181598,1,0.2629,1.27438309,1,0.185,0.471085785,1,0.3321,0.841007754,1,0.2273,1,1,4.5,1.254007113,1,0.0637,1.268235776,1,0.0619,1.14788928,1,0.063,1.075474209,1,0.0685,1.358626246,1,0.0617,2,3,7.9,0.717298628,1,0.0142,0.80686337,1,0.0132,0.631538745,1,0.0167,0.994031163,1,0.0124,0.59047294,1,0.0146,1,1,4.5,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,FALSE,-,-,-,-,-
Q31K35,Putative uncharacterized protein,Synpcc7942_2554,Synpcc7942_2554,8,16.5,0.000484816,3.51897E-05,1.2325E+12,2.4319E+02,1,1,7.2,-,0,Inf,1.080189621,1,0.4221,0.621298064,1,0.5218,1.014378417,1,0.4371,-,0,Inf,1,4,7.2,1.437805035,3,0.0058,1.42724983,3,0.0056,1.177063791,3,0.0058,1.172735306,3,0.0064,0.805934969,3,0.0065,1,2,7.2,0.55577627,1,0.3169,0.818841792,1,0.2343,0.759976214,1,0.3091,0.565197198,1,0.293,0.66481376,1,0.2571,1,1,7.2,1.28913975,1,0.188,1.330454418,1,0.1816,1.688107114,1,0.1704,1.233956926,1,0.1751,0.933039436,1,0.1751,FALSE,-,-,-,-,-
Q31QF1,FO synthase subunit 2,cofH,Synpcc7942_0686,17,41.7,0.000407531,2.95801E-05,4.0981E+11,8.0864E+01,1,1,3.9,-,0,Inf,0.787589649,1,0.0913,0.959842554,1,0.0789,0.823948372,1,0.0899,1.402490732,1,0.0708,1,2,5.2,1.083926914,2,0.035,1.046887466,2,0.0341,1.089682559,2,0.034,0.995176243,2,0.0371,1.22489821,2,0.0335,5,7,20.2,1.107388477,2,0.0058,0.945148392,2,0.0121,0.946237161,2,0.0044,0.89495253,2,0.0069,1.01976476,2,0.0052,2,7,10.1,1.095721037,6,0.0049,1.01227847,6,0.0032,1.031098132,6,0.0025,1.031573079,6,0.0023,1.095468767,6,0.0023,FALSE,-,-,-,-,-
Q31NG1,Putative uncharacterized protein,Synpcc7942_1378,Synpcc7942_1378,9,45.2,0.000199151,1.44551E-05,1.8485E+11,3.6476E+01,1,1,3.6,1.408964335,1,0.3785,-,0,Inf,-,0,Inf,-,0,Inf,1.196465003,1,0.3645,1,1,5.8,1.1347495,1,0.0342,1.172735306,1,0.0331,1.334135683,1,0.0325,1.059741642,1,0.036,0.929608316,1,0.0347,1,5,4.1,0.894746483,1,0.0005,1.026124365,1,0.0005,0.939506956,1,0.0008,1.099765268,1,0.0005,1.110964035,1,0.0006,1,2,4.1,1.091691679,2,0.006,0.731139083,2,0.009,0.837915067,2,0.0061,0.886747556,2,0.006,0.754049749,2,0.006,FALSE,-,-,-,-,-
Q31LS6,Putative uncharacterized protein,Synpcc7942_1963,Synpcc7942_1963,39,32.7,0.00119299,8.65916E-05,1.5308E+12,3.0206E+02,3,3,19.8,1.212271793,2,0.0237,-,0,Inf,1.069547311,2,0.0225,0.934329368,2,0.0244,1.018356876,2,0.0232,4,7,18.1,1.122535282,4,0.0032,1.245948237,4,0.0014,1.154781985,4,0.0014,1.019529978,4,0.0024,1.00855596,4,0.002,4,16,17.4,0.847422518,7,0.024,0.903233424,7,0.0141,0.988780744,7,0.006,0.991516624,7,0.0067,0.964717152,7,0.0014,3,13,11.7,1.076713107,8,0.0044,1.497959253,8,0.0152,1.328005886,8,0.0096,1.094460268,8,0.0039,1.416772114,8,0.0039,FALSE,-,-,-,-,-
Q31KY5,Putative uncharacterized protein,Synpcc7942_2254,Synpcc7942_2254,4,49.8,8.03469E-05,5.83187E-06,6.7699E+10,1.3359E+01,1,1,3.3,0.839459987,1,0.2502,-,0,Inf,0.63664891,1,0.2436,0.984691071,1,0.2112,0.891250938,1,0.2131,0,0,0,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,2,3,9.7,0.699841996,2,0.0954,0.914534303,2,0.0779,0.867560959,2,0.0991,0.985144643,2,0.0754,0.977912506,2,0.074,0,0,0,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,FALSE,-,-,-,-,-
Q8KPT8,Periplasmic sensor signal transduction histidine kinase,SEC0020,Synpcc7942_1586,15,48.2,0.000311,2.25736E-05,2.7048E+11,5.3372E+01,2,2,8.3,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,0,0,0,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,4,8,13.8,1.031335578,5,0.011,1.231969625,6,0.0078,1.176792793,3,0.0225,1.099512067,6,0.013,1.324341535,6,0.0028,4,5,13.5,1.42593589,1,0.0307,0.28002706,1,0.0554,0.839653302,1,0.0347,1.248820445,1,0.0297,1.037050726,1,0.0297,FALSE,-,-,-,-,-
Q8GJL0,Putative uncharacterized protein SEN0031,SEN0031,Synpcc7942_1819,11,21.7,0.000506658,3.67751E-05,9.7891E+11,1.9316E+02,1,2,7.7,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,2,5,20.6,1.188502227,4,0.0072,1.124604974,4,0.004,1.056574196,4,0.0055,1.099258924,4,0.0057,1.024000102,4,0.0053,1,2,7.7,0.654033509,2,0.0393,0.639293075,2,0.0377,0.832721926,1,0.0686,0.776604674,2,0.0346,0.784151541,2,0.0581,1,2,7.7,1.313409037,2,0.0358,0.922783882,2,0.0392,1.265027597,2,0.0358,1.488332619,2,0.0325,1.252852662,2,0.0325,FALSE,-,-,-,-,-
Q31RK8,NADH dehydrogenase,Synpcc7942_0279,Synpcc7942_0279,14,57.4,0.000243895,1.77028E-05,1.7823E+11,3.5169E+01,1,1,2.2,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,1,1,1.1,1.139987266,1,0.0678,1.299870237,1,0.0643,1.451443049,1,0.0634,1.075474209,1,0.0716,0.708598127,1,0.0737,3,6,6,0.712360779,1,0.0055,0.875790036,1,0.0034,0.826228174,1,0.0035,1.088178147,1,0.0287,0.950823704,1,0.0032,3,6,9.6,1.037767343,4,0.016,1.200328174,4,0.0346,0.961169542,4,0.0202,1.14366808,4,0.0141,0.882063802,4,0.0141,FALSE,-,-,-,-,-
