Protein.Name	Gene.Name	Uniprot.ID	mRNA.ID	default.pvalue
	Heatr7a	E0CZ22;G3XA21;D3Z624;E9PYI5	1459218_at	0.168850741954086
2-aminoethanethiol dioxygenase	Ado	Q6PDY2	1435923_at	0.00610276250212205
Eukaryotic peptide chain release factor GTP-binding subunit ERF3A	Gspt1	E9QK49;G3UWC0;Q8K2E1;Q8R050;Q149F3;F7CE88	1455173_at	0.00130119261109409
Proteasome activator complex subunit 1	Psme1	P97371;G3UXZ5;G3X9K9;G3UXY0;G3UWN9;G3UXR1	1417056_at	0.00333255700410798
Paraplegin	Spg7	D3Z1Z1;Q3ULF4;D3YZN4;D3YXB7;F6W695;D3Z342;G3UX97;G3UYA9	1441585_at	0.397629344705837
Eukaryotic elongation factor 2 kinase	Eef2k	O08796;Q3UWZ1;D3Z088	1439860_at	0.0068047519391182
Syntaxin-binding protein 5	Stxbp5	D3Z6W8;Q8K400;D3Z079;D3Z2Q2;Q8K400-2;F6WXQ4	1453021_at	0.0338619789560398
Complement C1s-A subcomponent;Complement C1s-A subcomponent heavy chain;Complement C1s-A subcomponent light chain	C1s;C1sa	E9Q6C2;E9Q493;D3YUK7;Q8CG14	1424041_s_at	0.151482555071166
	Raph1	F2Z408;G5E867;F2Z4B7;F2Z3U3;F2Z3X7	1456918_at	0.125943618315685
60S acidic ribosomal protein P1	Rplp1	P47955;E9Q3T0	1416277_a_at	0.0853530828577108
Mitochondrial 2-oxoglutarate/malate carrier protein	Slc25a11	Q9CR62;Q5SX46;Q5SX48	1426586_at	8.02598334096687e-07
CD180 antigen	Cd180	Q62192	1421547_at	0.0372628488143757
Coiled-coil domain-containing protein 58	Ccdc58	Q8R3Q6;F8WJI3;E9Q4B5	1424465_at	0.0359319183750258
Eukaryotic translation initiation factor 3 subunit A	Eif3a	P23116;Q3UM46	1416661_at	0.829900718022754
Signal transducer and activator of transcription 3	Stat3	P42227;P42227-2;B7ZC18	1460700_at	7.54078523356635e-07
Sorbitol dehydrogenase	Sord	Q64442	1426584_a_at	0.00193371678849377
Importin-5	Ipo5	Q8BKC5;Q8BKC5-2;E9PVZ5	1426945_at	6.8893478821604e-07
Ubiquitin-fold modifier-conjugating enzyme 1	Ufc1	Q9CR09	1416327_at	0.00462204648078837
Transmembrane emp24 domain-containing protein 5	Tmed5	Q9CXE7;E9PXY3;E9Q2J2;Q3V440;Q8C5H9;D3Z615	1431789_s_at	6.93931981955342e-05
Serine hydroxymethyltransferase	Shmt2	Q9CZN7	1426423_at	0.38202081636284
Zinc finger MIZ domain-containing protein 1	Zmiz1	Q6P1E1;Q6P1E1-2	1435740_at	0.0181029793132302
Dystrobrevin beta	Dtnb	O70585;G3UYM7;O70585-2;G3UZ87;Q8C8Z9;Q8K0N0;G3UY34;G3UXK0;G3UZJ3;G3UYK9;G5E8S5;Q9D2N4;G5E8S4;Q9D2N4-2;Q3UHP1;Q8CFR5;E9QJX4;Q9D2N4-3;Q9D2N4-4;Q9D2N4-7;G3UXI3;Q3V0M6	1437651_a_at	0.0664463699020977
Interferon-induced protein with tetratricopeptide repeats 2	Ifit2	Q64112;Q6GTM0	1418293_at	0.00104015992793512
PDZ domain-containing protein GIPC2	Gipc2	Q9Z2H7	1417178_at	0.0574751403961047
Nuclear-interacting partner of ALK	Zc3hc1	Q80YV2;D3Z3D0;Q80YV2-2;D3Z0B2	1426654_at	0.165246046568953
Collagen type IV alpha-3-binding protein	Col4a3bp	Q9EQG9;Q9EQG9-2;Q9EQG9-3	1420383_a_at	6.15834914082322e-07
Costars family protein ABRACL	3110003A17Rik;Abracl	E9QMV2;Q4KML4	1426964_at	0.130094316566337
Putative lipoyltransferase 2, mitochondrial	Lipt2	Q9D009	1423357_at	0.0183352265856089
NEDD8 ultimate buster 1	Nub1	P54729	1452777_a_at	0.039417111356088
Integrator complex subunit 7	Ints7	Q7TQK1;Q7TQK1-2	1428532_at	0.0387009242531703
Procollagen galactosyltransferase 1	Glt25d1	Q8K297	1433496_at	0.025438799005264
Protein phosphatase 1 regulatory subunit 11	Ppp1r11	A5A4Y9;Q8K1L5;G3UZ30	1417060_at	0.0240341130683575
Apolipoprotein O-like	Apool	E9PUP2;Q78IK4;B1AV14	1418384_at	0.00552283487218214
	Pcdh1	F7BJK1	1452294_at	0.00345691604316345
Heterogeneous nuclear ribonucleoprotein U-like protein 2	Hnrnpul2	F8VPM4;Q00PI9	1415765_at	0.00332985167574096
N-myc-interactor	Nmi	O35309;B7ZD13;B7ZD12	1425719_a_at	0.117568193306729
Retinal dehydrogenase 1	Aldh1a1	P24549	1416468_at	0.125522361325316
Dipeptidyl peptidase 4;Dipeptidyl peptidase 4 membrane form;Dipeptidyl peptidase 4 soluble form	Dpp4	P28843	1438279_at	7.70947650018616e-07
Glucosamine--fructose-6-phosphate aminotransferase [isomerizing] 1	Gfpt1	P47856;P47856-2;Q9Z2Z9;D3YYD9	1449268_at	0.0881117751583759
Poly(rC)-binding protein 1	Pcbp1	P60335	1448642_at	0.375235402353068
Microtubule-associated tumor suppressor 1 homolog	Mtus1	Q5HZI1;Q5HZI1-4;Q5HZI1-2;E9Q8N4;F6Q593	1454824_s_at	0.00255983675662128
Hexaprenyldihydroxybenzoate methyltransferase, mitochondrial	Coq3	Q8BMS4	1437364_at	0.033214220463468
Basic leucine zipper and W2 domain-containing protein 1	Bzw1	Q9CQC6	1450845_a_at	2.3614754204786e-05
ADP-ribosylation factor-like protein 8B;ADP-ribosylation factor-like protein 8A	Arl8b;Arl8a	Q9CQW2;Q8VEH3;F6QKK2	1428138_s_at	0.12998321101367
Probable glutamate--tRNA ligase, mitochondrial	Ears2	Q9CXJ1;E9Q2H7	1424774_s_at	0.0325220971675147
Protein Noxp20	Fam114a1	Q9D281	1448648_at	0.00138191879822291
Exportin-2	Cse1l	Q9ERK4;E9Q1T9;F6ZEW4;E9QAX7;F7D1H9	1448809_at	0.0691070978052973
Glutaredoxin-1	Glrx	Q9QUH0	1416592_at	0.00120990730023492
Serine racemase	Srr	Q9QZX7;Q9QZX7-2;Q9QZX7-3;A8Y5D6	1453421_at	0.0859610876182476
Transmembrane protein 55B	Tmem55b	Q3TWL2;E0CYE6;F8WHW3;E0CZ18;E0CZF6	1454797_at	7.38536365004343e-07
Complement component receptor 1-like protein	Cr1l	Q64735;E9QL18;Q64735-2	1422563_at	0.09600414419264
Zinc finger protein 598	Znf598;Zfp598	Q80YR4;Q80YR4-3;F8WJG8;Q80YR4-2	1460691_at	0.310891472006522
Serine/threonine-protein kinase RIO2	Riok2	Q9CQS5;E9PZX0	1423481_at	8.12922370236888e-07
Histone H3.3C	H3f3c	P02301	1423263_at	0.0120624824325605
Serine/threonine-protein kinase Nek7	Nek7	Q9ES74;Q3TN15	1416816_at	7.03765394625382e-07
Transmembrane protein 85	Tmem85	Q9CZX9	1418124_at	0.018346961365207
Pre-mRNA-splicing regulator WTAP	Wtap	E0CYH0;Q9ER69;Q9ER69-2;F7CCI4;F7AUU6	1452401_at	0.00168263275559047
Ubiquitin carboxyl-terminal hydrolase 47;Ubiquitin carboxyl-terminal hydrolase	Usp47	Q8BY87;Q8BY87-2;F6ZD38	1426977_at	0.00128854503735784
	Pabpc4;Gm10110	Q6PHQ9;A3KFU8;A3KFU5;D3Z5M2;Q91YZ8;E9PW32;E9PVY5;G5E8X2	1451296_x_at	0.0127743376246569
Myosin-9	Myh9	Q8VDD5;E9Q3T2;F7AUR3;F2Z494	1420171_s_at	6.58084359113998e-07
N-acetylneuraminate lyase	Npl	Q9DCJ9	1424265_at	0.0877417190387031
Caskin-2	Caskin2	Q8VHK1;F6R2B3	1450691_at	0.0019542809722793
GTPase IMAP family member 4	Gimap4	D3YTN4;D3YWB5;Q99JY3;D3Z7Q4;D6RGS2;D3Z3F3	1424375_s_at	6.90979349002718e-07
H-2 class I histocompatibility antigen, K-B alpha chain;H-2 class I histocompatibility antigen, K-K alpha chain	H2-K1	P01901;Q3TH01;E9Q5B3;G3UXW2;P04223;P04223-2;P03991;P14428;P14426;G3XA74	1450534_x_at	0.0034646689330992
Yorkie homolog	Yap1	P46938;P46938-2;G3UYW7;G3UYV4;G3UY62;G3UYA6	1448363_at	0.0117835433122108
Chromobox protein homolog 1	Cbx1	P83917	1431773_at	0.169742565772584
Eukaryotic translation initiation factor 4B	Eif4b	Q8BGD9;Q3TDD8	1426379_at	9.06808718504781e-07
BRO1 domain-containing protein BROX	Brox	Q8K2Q7	1433463_at	0.00325687635079694
RNA-binding protein with serine-rich domain 1	Rnps1	Q99M28;Q99M28-2;E9PVX3	1437359_at	0.180399156384182
Galectin-9	Lgals9	G3X9T7;O08573;B1AQR8;O08573-2	1421217_a_at	0.115245921214608
Hydroxyacylglutathione hydrolase, mitochondrial	Hagh	G5E8T9;Q99KB8;E9PYA3;Q99KB8-2;E9Q2H8;D3YWI0;D3YUX8;D3YV58	1437519_x_at	0.0467532534611195
Uroporphyrinogen decarboxylase	Urod	P70697	1443849_x_at	8.87585613220206e-06
Coiled-coil-helix-coiled-coil-helix domain-containing protein 3, mitochondrial	Chchd3	Q9CRB9;D3Z0L4;E9Q4H4;Q9D9P1;E9Q1D3;F6QFL0	1451504_at	0.139199039897186
Iron-sulfur cluster assembly enzyme ISCU, mitochondrial	Iscu	Q9D7P6;D3Z7W0;D3Z0K9	1452579_at	0.774513925995078
Pre-mRNA 3-end-processing factor FIP1	Fip1l1	D3Z4V2;D3Z3F1;Q9D824;Q9D824-2;Q9D824-3;D3Z619;Q9D824-4	1428280_at	6.6144983567764e-07
	Epb4.1	F6S4K9;E9PWN5	1424092_at	0.000554196282800866
60S ribosomal protein L37a	Rpl37a	P61514	1460543_x_at	0.0782550309727096
5-oxoprolinase	Oplah	Q8K010;E9Q484;E9PZB8	1424359_at	0.126652124392641
NAD-dependent protein deacylase sirtuin-5, mitochondrial	Sirt5	Q8K2C6;Q5M8R0	1428915_at	0.0297826521295462
SLAIN motif-containing protein 2	Slain2	Q8CI08-2;Q8CI08	1427024_at	0.210671205805192
Nuclear factor 1;Nuclear factor 1 X-type	Nfix	P70257-1;P70257-2;D3YZ00;P70257;F6VBN9	1436364_x_at	0.00767977071157024
Hepatoma-derived growth factor-related protein 3	Hdgfrp3	Q9JMG7-2;Q9JMG7	1450924_at	0.368594906608997
NudC domain-containing protein 3	Nudcd3	Q8R1N4;Q8R1N4-2;Q8R1N4-3;B1AS63;Q8R1N4-4	1460395_at	0.00326685310277155
S-phase kinase-associated protein 1	Skp1	Q9WTX5;E9PUV4	1423148_at	0.0516463567909258
Friend of PRMT1 protein	Fop;2500003M10Rik	Q9CY57;Q9CY57-2;E9PW20;Q9CY57-3;D3Z7T7;Q9CY57-4;Q9CY57-5;D3YZA1	1423409_a_at	0.254925360990663
Uncharacterized family 31 glucosidase KIAA1161	Kiaa1161	Q69ZQ1	1435417_at	9.99844749637217e-07
Abhydrolase domain-containing protein 14B	Abhd14b	E9QN99;Q8VCR7;D3Z6D6;F7BYC6	1451326_at	0.00966553666900105
Eukaryotic translation initiation factor 2 subunit 3, Y-linked	Eif2s3y	Q9Z0N2	1417210_at	0.0184140147422721
Putative deoxyribonuclease TATDN1	Tatdn1	Q6P8M1;Q6P8M1-2	1448033_at	0.0632397286287438
Integrin alpha-V;Integrin alpha-V heavy chain;Integrin alpha-V light chain	Itgav	P43406;A2AKI5;F6W6Q6	1432296_a_at	0.0278238831310711
Elongation factor 1-beta	Eef1b	O70251;G3UZ47;G3UX43	1448252_a_at	1.96450856191883e-06
Protein FAM91A1	Fam91a1	Q3UVG3	1454705_at	8.1628030513049e-07
GTPase HRas;GTPase HRas, N-terminally processed	Hras1	Q61411;Q61411-2;E9PVD5;E9Q8V2;B2KGV5	1422407_s_at	0.0497936733212543
Glyceraldehyde-3-phosphate dehydrogenase	Gm10358;Gm4609	E9Q5U3;E9Q1S8	AFFX-GapdhMur/M32599_5_at	0.473591285831412
PAP-associated domain-containing protein 5	Papd5	E9QJT6;F8WI26;Q68ED3;F6UPY1	1433738_at	0.000554343681159458
Myc box-dependent-interacting protein 1	Bin1	Q6P1B9;O08539-2;O08539	1425532_a_at	0.458714118200389
DNA-(apurinic or apyrimidinic site) lyase;DNA-(apurinic or apyrimidinic site) lyase, mitochondrial	Apex1	P28352;F6QA74;D3Z124	1437715_x_at	0.00938267653672788
Medium-chain specific acyl-CoA dehydrogenase, mitochondrial	Acadm	P45952;D6RFD7;D3Z2A5	1415984_at	6.51409858491571e-07
CWF19-like protein 1	Cwf19l1	Q8CI33;Q8CI33-2	1439144_at	0.182299566496654
Bleomycin hydrolase	Blmh	Q8R016;E9PY26;E9PZH4;E9Q6V3	1438961_s_at	0.111659484207501
28S ribosomal protein S17, mitochondrial	Mrps17	Q9CQE3;D3Z198	1453728_a_at	0.588741703380284
NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8	Ndufa8	Q9DCJ5	1423692_at	0.351864693539499
	Gpr155	A2AWR3;A2AWR2;E9Q8A2	1452353_at	0.0239207707023183
WD repeat-containing protein 48	Wdr48	Q8BH57;Q8BH57-2;Q8BH57-3	1452162_at	0.0120227626726822
	Ppp2r5d	Q91V89;F8WHB2	1450560_a_at	0.648724322498629
Splicing factor 3B subunit 4	Sf3b4;Gm7935	Q8QZY9;E9Q057	1436784_x_at	0.0186758770615291
Trans-2-enoyl-CoA reductase, mitochondrial	Mecr	Q9DCS3;A2A845	1440553_at	0.0657119361998498
Integrin alpha-3;Integrin alpha-3 heavy chain;Integrin alpha-3 light chain	Itga3	Q62470-2;Q62470;Q62470-3	1460305_at	0.08663511454148
5-aminolevulinate synthase, erythroid-specific, mitochondrial	Alas2	P08680;A2AFM1	1451675_a_at	0.03870408045249
60S ribosomal protein L21	Gm10916;Rpl21;Gm16415;Gm5528;Rpl21-ps7;Gm10155;Gm9104;Rpl21-ps3;Rpl21-ps10;Gm8054;Rpl21-ps6	D3YWP4;O09167;Q9CQM8;D3YWQ7;D3Z1Q1;D3Z422;D3Z3K3;D3YX83;D3Z4H9;D3YY19;D3YVN8;D3YX47;D3Z4H4;D3Z248;D3Z5J6;D3YZW4;D3Z4H7	1455767_x_at	0.000917160282936163
Rho guanine nucleotide exchange factor 6	Arhgef6	A2AFI0;Q8K4I3;A2AFJ8	1442292_at	0.112264839575719
Diablo homolog, mitochondrial	Diablo	Q542V8;D3Z2Q3;D3Z3K5;Q9JIQ3	1425768_at	0.171239796342787
MKL/myocardin-like protein 2	Mkl2	G3X8R8;P59759;Q5DTZ3;Q8K4J6;Q8K4J6-2;D3YUI2;D3YUG5	1435547_at	0.00389553321735276
Dimethylaniline monooxygenase [N-oxide-forming] 2	Fmo2	Q8K2I3	1453435_a_at	0.00179701478323219
Glycine amidinotransferase, mitochondrial	Gatm	Q9D964	1423569_at	0.114789111543798
Iodotyrosine dehalogenase 1	Iyd	Q9DCX8	1451547_at	0.0495518265871155
H/ACA ribonucleoprotein complex subunit 3	Nop10	Q9CQS2	1423210_a_at	0.124460608614258
WD repeat-containing protein 18	Wdr18	Q4VBE8	1433635_at	0.00327841191846554
Putative ATP-dependent RNA helicase DHX30	Dhx30	Q99PU8;Q99PU8-2;Q99PU8-3;D3Z2J3;F7CEU6;D3Z1G8;D3YZM6;D3Z7N8	1438969_x_at	0.0195534898018903
Chloride channel CLIC-like protein 1	Clcc1	A2AEM2;Q99LI2	1436391_s_at	7.14198689571115e-07
Protein Shroom2	Shroom2	A7TU71;A2ALU4;Q1W617;Q1W617-2;A2ALU4-2	1433992_at	1.03170098567832e-06
Methylthioribose-1-phosphate isomerase	Mri1	Q9CQT1;F6YY88;F8WI95	1417146_at	0.00803507099938265
Acyl-coenzyme A thioesterase 9, mitochondrial;Acyl-coenzyme A thioesterase 10, mitochondrial	Acot9;Acot10	Q9R0X4;Q32MW3	1449968_s_at	0.185097962272425
Pigment epithelium-derived factor	Serpinf1	P97298;B7ZC25;Q5ND37;E9PWS2;F6S1M4;CON__Q95121	1453724_a_at	0.00276163863505619
Neuroplastin	Nptn	P97300;P97300-1;P97300-3;P97300-4	1415821_at	8.69873272359988e-07
GA-binding protein alpha chain	Gabpa	Q00422;E9Q6K9	1450665_at	0.0055580267348775
Cdc42 effector protein 4	Cdc42ep4	Q9JM96;A2A6Q2;A2A6Q3	1416511_a_at	0.0584880329482722
Latrophilin-2	Lphn2	E9Q6C7;E9QNQ8;Q8JZZ7-2;F8WH77;Q8JZZ7;Q0P6A0;Q3UQ39	1444906_at	0.0390122706920651
	Arhgef5	E9Q7D5	1452304_a_at	0.0490421024336526
GrpE protein homolog 2, mitochondrial	Grpel2	O88396	1452262_at	1.1287791613724e-06
Ras-interacting protein 1	Rasip1	Q3U0S6;E9Q3D5	1428016_a_at	0.012462641092237
	Upf3b	Q3ULL6;F6Q8N5;Q149I6	1434842_s_at	0.0104746429549316
Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1	Arap1	Q4LDD4;Q4LDD4-2;F6XBJ8;E9PUB0	1428064_at	0.000391361155749686
Transportin-3	Tnpo3	Q6P2B1;Q6P2B1-2;Q6P2B1-3;F6TDZ2;E9PWA5;E9Q0H8	1429369_at	0.0179259932708909
MICAL-like protein 1	Micall1	Q8BGT6;Q8BGT6-2;Q8BGT6-3	1460556_at	0.0653171467523266
Calmin	Clmn	Q8C5W0;Q8C5W0-4;Q8C5W0-3;Q8C5W0-2;F7A6B7	1429166_s_at	0.00270407662008641
Cytochrome P450 2U1	Cyp2u1	Q9CX98;Q9CX98-2;Q9CX98-3;E9QPE9	1453500_at	8.54210532942438e-07
Tight junction protein ZO-2	Tjp2	Q9Z0U1	1450984_at	9.84524818035703e-07
Protein SET	Set	Q9EQU5;Q9EQU5-2;A2BE93;A2BE92;Q9EQU5-3	1426853_at	0.000717062849578374
Transcription factor 25	Tcf25	Q8R3L2;B2ZAC8;Q8R3L2-5;Q8R3L2-2;Q8R3L2-3;Q8R3L2-4	1424053_a_at	1.27143676370587e-06
Lipopolysaccharide-responsive and beige-like anchor protein	Lrba	E9Q3Y4;E9QK10;Q9ESE1;Q9ESE1-2;Q9ESE1-3;Q8BSM6	1449099_at	0.00745216291220006
	Arfip1	G5E8V9;E9Q3G5;A2RSX9;E9QAY5	1454916_s_at	0.714648535580352
AH receptor-interacting protein	Aip	O08915;D3YW40	1423128_at	0.0499084451433555
Choline/ethanolamine kinase	Chkb	O55229;F6RRT7;F6SKI6	1448448_a_at	6.94420608221037e-07
Caspase-8;Caspase-8 subunit p18;Caspase-8 subunit p10	Casp8	O89110	1424552_at	0.906492113329766
40S ribosomal protein S16	Rps16	P14131	1416404_s_at	6.24541677863957e-07
Phospholipase A-2-activating protein	Plaa	P27612;F7D1R5	1429707_at	0.00357305258819443
Glutathione S-transferase A3	Gsta3	P30115	1423437_at	7.60023855211368e-07
Ras-related protein Rab-5B	Rab5b	P61021	1437446_at	0.0888534299898125
Actin-related protein 2	Actr2	P61161	1452587_at	0.0338768336428202
ADP-ribosylation factor-like protein 1	Arl1	P61211;F8WIB1;Q4V9U3;E9Q006	1447090_s_at	0.0171888964454012
Mitochondrial import inner membrane translocase subunit Tim10	Timm10	P62073	1417499_at	0.00313507775207989
14-3-3 protein epsilon	Ywhae	P62259;D6REF3;F6WA09	1435702_s_at	0.265964738873859
Heat shock 70 kDa protein 4	Hspa4	Q3U2G2;Q61316	1416147_at	7.12865394368586e-07
Tensin-3	Tns3	Q5SSZ5;Q5SSZ5-2	1455333_at	0.00606462369899843
Immunity-related GTPase family M protein 1	Irgm1	Q60766;Q60766-2;Q5NCB5	1418825_at	7.26013337894213e-07
DNA polymerase zeta catalytic subunit;DNA polymerase	Rev3l	Q61493;F6T1D2	1451960_a_at	0.0327547291421784
Thymosin beta-10	Tmsb10	Q6ZWY8;CON__P21752	1455946_x_at	0.00520778436062468
Golgi-associated PDZ and coiled-coil motif-containing protein	Gopc	Q8BH60;Q8BH60-2	1421191_s_at	0.314364874743935
Glycogen phosphorylase, brain form	Pygb	Q8CI94	1433504_at	0.0907480603867241
cAMP-dependent protein kinase type II-alpha regulatory subunit	Prkar2a	Q8K1M3;P12367;P31324;Q9CYV3	1452915_at	9.11174748534542e-07
Ubiquinone biosynthesis protein COQ9, mitochondrial	Coq9	Q8K1Z0;F6SFF5	1428134_at	0.155311911238913
N-acylneuraminate-9-phosphatase	Nanp	Q9CPT3;REV__CON__P02672	1417941_at	7.9922615034135e-07
Ragulator complex protein LAMTOR1	Lamtor1	Q9CQ22	1434124_x_at	9.06010436748311e-05
ATP synthase subunit b, mitochondrial	Atp5f1	Q9CQQ7	1426742_at	0.383910460018771
60S ribosomal protein L11	Rpl11;Gm10036;Gm10288	Q9CXW4;E9PYL9;D3Z3K1;A2BH06;D3YW69	1417615_a_at	0.00105423350500392
	Gstm1	F6WHQ7	1425627_x_at	0.0158648434688922
Peptidyl-prolyl cis-trans isomerase F, mitochondrial	Ppif	Q99KR7	1438955_x_at	5.88491827526803e-07
	Ttc17	E9PVB5;A2AFY6;A2AFY7;A2AGG1;E9Q130	1428862_at	0.0126712191004099
DnaJ homolog subfamily C member 8	Dnajc8	Q6NZB0;F6TQL3;A2ALF0;A2ALF3;F7CXJ2;F6QIL6	1431123_s_at	0.00682872581421454
Protein FAM188A	Fam188a	Q9CV28;Q9CV28-2;D6RGT9;D3Z0Z1;D6RG90;D6RGU8;D6REU0;F7BWU4;D6RCI2	1430460_at	0.849195451124241
	Iqgap3	F8VQ29	1459405_at	0.151646528268385
Signal recognition particle 14 kDa protein	Srp14	P16254	1418568_x_at	0.0154775634952856
Beta-enolase;Enolase	Eno3	P21550;Q5SX59	1417951_at	0.0481635398556538
Cation-dependent mannose-6-phosphate receptor	M6pr	P24668	1416385_a_at	0.468426229614235
Sjoegren syndrome/scleroderma autoantigen 1 homolog	Sssca1	P56873;E0CYU9	1417726_at	0.366068922864738
Hereditary hemochromatosis protein homolog	Hfe	P70387;Q5SZ87	1450702_at	6.68419131564298e-07
Tyrosine-protein kinase Fer	Fer	P70451;P70451-5;Q3TZJ5;P70451-3;P70451-2;P70451-4	1426090_a_at	0.232244880979925
Alanyl-tRNA editing protein Aarsd1	Aarsd1	Q3THG9;A2A4P4;A2A4P3	1424006_at	7.81698921947942e-05
Potassium-transporting ATPase alpha chain 1	Atp4a	E9QNX7;Q64436;Q91WH7	1421286_a_at	0.000181374028866274
Ubiquitin-conjugating enzyme E2 R2	Ube2r2	Q6ZWZ2	1444460_at	0.0104725235401664
Methyltransferase-like protein 13	Mettl13	Q91YR5;Q3TRF3;E9PYK1;Q91YR5-1;Q91YR5-2	1423761_at	0.0285209524183887
Cytochrome c oxidase protein 20 homolog	Cox20	Q9D7J4	1428619_at	0.118441438485783
Aminoacyl tRNA synthase complex-interacting multifunctional protein 1;Endothelial monocyte-activating polypeptide 2	Aimp1	Q3UZG4;P31230	1416486_at	0.0228132798658284
Ferritin;Ferritin light chain 1	Ftl1	Q9CPX4;P29391;P49945	1422301_at	7.95513668790545e-07
Ribose-phosphate pyrophosphokinase 2	Prps2	Q9CS42	1454843_at	7.05045004611478e-07
S-formylglutathione hydrolase	Esd	Q9R0P3	1417825_at	0.0117763637803272
Uridine kinase;Uridine-cytidine kinase 1	Uck1	A2AN37;P52623;F7CBX2;Q99PM9	1424399_at	0.0883412235709382
Striatin-4	Strn4	P58404;P58404-2	1426209_at	1.28168310063561e-06
Dimethyladenosine transferase 1, mitochondrial	Tfb1m	Q8JZM0	1435924_at	0.369250085980681
Transcriptional repressor p66-beta	Gatad2b	Q8VHR5;Q8VHR5-2	1437507_at	0.0344105830142936
Transmembrane protein 14C	Tmem14c	Q9CQN6	1416479_a_at	0.00127566144102885
Serine/threonine-protein kinase 4;Serine/threonine-protein kinase 4 37kDa subunit;Serine/threonine-protein kinase 4 18kDa subunit;Serine/threonine-protein kinase 3;Serine/threonine-protein kinase 3 36kDa subunit;Serine/threonine-protein kinase 3 20kDa subunit	Stk4;Stk3	Q9JI11;Q9JI10;Q9JI10-2;Q8CDG4;A2A5M9	1434159_at	0.00125950311509142
Myelin expression factor 2	Myef2	Q8C854;Q8C854-3;A2ATP6;A2ATP5;G8JL68;Q8C854-2;F6XJA1;Q8C854-1	1425350_a_at	0.131235270801307
Conserved oligomeric Golgi complex subunit 7	Cog7	Q3UM29;Q3TR20	1443486_at	9.98296844288784e-07
Tubulin alpha-1A chain;Tubulin alpha-3 chain	Tuba1a;Tuba3a	P68369;P05214	1448296_x_at	1.11234025813618e-06
Cleavage and polyadenylation specificity factor subunit 4	Cpsf4	E0CXT7;B2LVG6;B2LVG5;Q8BQZ5;F8WHF1;Q8BQZ5-2;Q8BQZ5-3;F7B6Z5	1424469_a_at	0.00706209369026096
	Try10	Q792Z1	1415954_at	0.0631182974643332
	Mrps36	Q9D6T9	1423242_at	0.0163387652917159
Monoglyceride lipase	Mgll	D3YYS6;E9Q3B9;O35678;Q3UFN1;O35678-2	1453836_a_at	8.10612971679193e-07
E3 ubiquitin/ISG15 ligase TRIM25	Trim25	Q61510;Q5SU71;Q3TU94;Q5SU72;Q3TAM2	1426415_a_at	0.000249117507473847
Probable arylformamidase	Afmid	Q8K4H1;Q8K4H1-2;B1AQL0	1431722_a_at	8.7822281894602e-06
ATP-binding cassette sub-family B member 7, mitochondrial	Abcb7	Q61102	1435006_s_at	0.00405623792831606
SRSF protein kinase 1	Srpk1	O70551;F8WGJ7;O54781;Q9Z0G2	1454042_a_at	0.0308238030479361
Alpha-enolase;Enolase	Eno1	P17182;Q6PHC1;B0QZL1;B1ARR7;B1ARR6;D3Z2S4;D3YVD3;Q5SX60;Q5SX61	1419023_x_at	0.323383797502886
Sialate O-acetylesterase;Sialate O-acetylesterase small subunit;Sialate O-acetylesterase large subunit	Siae	P70665;P70665-2;P70665-3	1416539_at	7.7909905900438e-07
Poly(rC)-binding protein 2	Pcbp2	Q61990;Q61990-3;P57722;P57722-2;F7A4C5;G5E916;E9Q7D8;G3UYM5	1435881_at	0.00111057822850394
Synaptic vesicle membrane protein VAT-1 homolog	Vat1	Q62465	1441930_x_at	0.168681732607749
26S protease regulatory subunit 6A	Psmc3	O88685;A2AGN7;B7ZCF1;F6Q2E3	1416282_at	0.14599722341078
H/ACA ribonucleoprotein complex subunit 1	Gar1	Q9CY66;Q9CY66-2;G5E8M6;Q9CY66-3;D3YZ09;F6SL78	1418305_s_at	0.011605820745931
3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 3;3-beta-hydroxy-Delta(5)-steroid dehydrogenase;Steroid Delta-isomerase	Hsd3b3	P26150;E9PXG7;B1ARN9;B1ARP1;B1ARP0	1427377_x_at	7.6106710362572e-07
Pre-rRNA-processing protein TSR2 homolog	Tsr2	Q8C8T8;G3UWF3	1426939_at	0.309868772333395
Protein disulfide-isomerase A5	Pdia5	Q921X9	1424650_at	0.067636820160005
Tyrosine--tRNA ligase, cytoplasmic	Yars	A2A7S7;Q91WQ3;F6VXZ2	1460638_at	0.237314737394298
Tropomyosin beta chain	Tpm2	A2AIM4;P58774-2;F8WID6;CON__Q3SX28;P58774;A2AIM5	1419738_a_at	0.0241409054618111
40S ribosomal protein S19	Rps19;Rps19-ps1;Rps19-ps4	D3Z722;D3Z5R8;F6Q5Z8;F8VQH5;Q9CZX8;D3YUG3;D3YUT3;F8VQL3	1449243_a_at	6.92630355876807e-07
Cathepsin Z	Ctsz	E9Q5W3;Q9WUU7	1417869_s_at	7.43472649905858e-07
Secretory carrier-associated membrane protein 3	Scamp3	Q3UXS0;O35609;E9Q855	1416294_at	0.00599218247499588
