Protein.Name	Gene.Name	Uniprot.ID	ZT0	ZT03	ZT06	ZT09	ZT12	ZT15	ZT18	ZT21	ZT24	ZT27	ZT30	ZT33	ZT36	ZT39	ZT42	ZT45
O-acetyl-ADP-ribose deacetylase C6orf130 homolog	AI314976	Q3U5M3;Q8R5F3	1	1	2	2	2	2	2	2	2	1	2	1	2	1	2	2
39S ribosomal protein L24, mitochondrial	Mrpl24	Q9CQ06	2	0	5	1	2	0	1	1	2	0	0	1	4	1	0	0
Fatty acid-binding protein, adipocyte	Fabp4	P04117	9	9	12	8	5	8	14	8	8	3	12	8	13	6	11	9
HEAT repeat-containing protein 3	Heatr3	Q8BQM4;E9PWH6;E9Q5L5	1	0	0	0	1	0	2	1	0	0	1	0	0	0	0	0
N-acetyltransferase 9	Nat9	Q3UG98	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0
UPF0428 protein CXorf56 homolog	C330007P06Rik;Gm8181	E9QLS7;Q8VDP2-2;E9Q0G3;Q8VDP2	0	3	3	5	1	4	1	3	2	1	1	1	1	0	1	2
U3 small nucleolar RNA-associated protein 18 homolog	Utp18	Q5SSI6;Q3TJX6	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
Ethanolamine kinase 2	Etnk2	A7MCT6;A7MCT6-2	2	0	2	0	1	1	1	2	0	0	1	1	0	3	2	1
Neighbor of COX4	Cox4nb	O70378	0	3	0	2	0	2	2	1	1	0	3	1	3	0	3	2
FAD-linked sulfhydryl oxidase ALR	Gfer	P56213	0	1	7	3	0	3	0	4	5	6	3	3	0	5	3	0
Astrocytic phosphoprotein PEA-15	Pea15;Pea15a	Q62048;Q62048-2;D3Z375	0	0	1	1	0	1	0	1	0	1	1	1	2	1	1	1
COMM domain-containing protein 7	Commd7	Q8BQS7;Q8BG94;E9Q8U9;A2AU52	1	1	2	2	1	2	2	0	0	0	3	0	1	0	2	1
Signal-transducing adaptor protein 2	Stap2	Q8R0L1;Q8R0L1-2	0	1	2	1	1	1	1	1	1	1	0	1	0	1	0	0
	Tcea1	E9PYD5	1	2	1	1	1	1	0	1	1	0	0	1	1	1	0	0
Delta(14)-sterol reductase	Tm7sf2	Q71KT5;E9Q4M8;E0CX74;E9Q4M6;E0CYD6;Q3V3I6	1	0	3	1	1	0	0	2	1	1	2	1	0	0	1	1
Alanine--tRNA ligase, mitochondrial	Aars2	Q14CH7	1	0	0	1	0	1	1	1	0	1	2	1	0	1	1	1
Zinc finger protein 187	Znf187	Q5RJ54;Q5RJ54-2	0	1	1	1	2	0	1	0	2	1	1	2	0	1	1	0
Insulin-like growth factor 2 mRNA-binding protein 2	Igf2bp2	Q5SF07-2;Q5SF07;A6X8Z3	1	2	1	2	0	2	1	1	1	2	0	1	0	2	0	0
BTB/POZ domain-containing protein KCTD12	Kctd12	Q6WVG3	1	0	1	1	1	1	1	1	0	0	0	0	1	1	1	1
Nuclear pore complex protein Nup93	Nup93	Q8BJ71;Q8BJ71-2	0	1	1	2	2	1	1	1	0	0	3	0	2	1	0	3
Guanine nucleotide-binding protein-like 3	Gnl3	Q8CI11;Q8CI11-2	1	1	1	2	1	0	2	0	2	0	1	0	2	0	1	1
Lariat debranching enzyme	Dbr1	Q923B1;F6S2R9;D3YXA2;F6ZYX6;F6SDN8	1	2	2	2	0	2	3	3	2	3	0	2	0	3	0	0
1-acylglycerol-3-phosphate O-acyltransferase ABHD5	Abhd5	Q9DBL9;Q9DBL9-2	0	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0
	Sult1a1	G3X9H0;E9QNL5;Q91W19;D3Z3G5	67	88	86	95	77	74	89	90	79	87	89	80	89	90	86	92
Putative ATP-dependent Clp protease proteolytic subunit, mitochondrial	Clpp	O88696	5	4	13	6	3	5	4	2	10	2	6	2	7	3	7	7
Isopentenyl-diphosphate Delta-isomerase 1	Idi1	P58044	28	26	33	25	21	25	23	23	30	22	23	22	24	25	22	24
Sorting nexin-1	Snx1	Q9WV80;Q6NZD2	12	14	13	12	9	12	10	9	10	5	9	7	14	7	8	7
Nuclear pore complex protein Nup54	Nup54	Q8BTS4	2	2	2	2	2	2	3	2	2	2	4	1	2	1	1	3
Alanine--glyoxylate aminotransferase 2-like 2	Agxt2l2	Q8R1K4;Q8R1K4-2;F8WHK6	4	3	2	2	3	3	4	2	3	2	6	2	5	2	3	4
Nucleoside diphosphate-linked moiety X motif 19, mitochondrial	Nudt19	P11930	1	2	7	5	2	4	2	7	6	6	5	3	4	5	4	4
Apoptosis-inducing factor 2	Aifm2	Q8BUE4;Q8BUE4-2	4	5	8	7	6	5	5	6	5	3	5	3	7	3	4	4
Plexin-B2	Plxnb2	B2RXS4;E9Q832	5	6	6	9	7	2	8	7	9	0	11	3	7	2	3	8
Integrin alpha-L	Itgal	D3Z627;P24063;E9Q5M7;E9QNL8;D3YW95;E9PVW3	2	1	2	1	2	1	1	1	1	1	2	0	1	2	2	1
Ectonucleotide pyrophosphatase/phosphodiesterase family member 1;Alkaline phosphodiesterase I;Nucleotide pyrophosphatase	Enpp1	P06802;G3X9S2;P06802-2	0	7	5	7	8	7	4	8	7	5	8	7	5	5	7	5
Peptidyl-prolyl cis-trans isomerase C	Ppic	P30412	1	1	1	1	1	1	1	1	1	2	1	1	1	1	0	1
Cytochrome c oxidase subunit 7A2, mitochondrial	Cox7a2	P48771	5	5	6	4	5	2	4	5	7	4	7	1	7	0	4	5
Calponin-1	Cnn1	Q08091;Q08091-2	2	2	1	2	1	2	4	1	1	0	2	1	1	2	1	2
Solute carrier family 25 member 44	Slc25a44	Q3TMC4;Q8BGF9;Q3TNN4;E9Q4H8	2	1	2	1	2	1	2	2	1	1	2	1	0	1	1	1
UMP-CMP kinase 2, mitochondrial	Cmpk2	Q3U5Q7	4	5	4	3	3	3	4	3	4	0	3	1	4	2	5	4
	Rps15	Q3UXS6	2	5	2	4	2	3	1	4	2	5	0	4	3	6	1	2
GTPase-activating protein and VPS9 domain-containing protein 1	Gapvd1	Q6PAR5-4;Q6PAR5;Q6PAR5-6;Q6PAR5-2;Q6PAR5-5;F7ADQ2	2	1	3	2	6	2	3	3	3	1	4	1	2	1	2	0
WD repeat-containing protein 91	Wdr91	Q7TMQ7	3	2	1	1	3	2	2	2	2	1	1	0	1	1	1	1
HIV Tat-specific factor 1 homolog	Htatsf1	Q8BGC0	3	3	2	3	2	2	3	4	1	2	2	3	3	3	1	0
39S ribosomal protein L22, mitochondrial	Mrpl22	Q8BU88	2	2	2	2	2	1	2	2	2	0	2	2	2	2	2	2
FERM, RhoGEF and pleckstrin domain-containing protein 2	Farp2	Q91VS8;D3Z4C0	2	2	4	3	1	2	1	5	3	2	4	2	2	1	1	0
39S ribosomal protein L54, mitochondrial	Mrpl54	Q9CPW3	1	1	3	1	1	1	2	1	1	1	1	0	1	1	1	1
Density-regulated protein	Denr	Q9CQJ6;E9Q0G1	4	5	4	5	0	5	5	5	6	4	3	4	4	5	2	5
Sulfurtransferase	2610029I01Rik	Q9D0B5	1	1	1	1	1	1	1	2	0	1	1	1	1	1	1	1
Nucleolar protein 7	Nol7	Q9D7Z3;Q9D7Z3-2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
Mitogen-activated protein kinase kinase kinase MLT	Mltk	Q9ESL4;Q9ESL4-2;Q9ESL4-3	2	1	2	3	3	1	5	2	2	0	5	1	6	1	6	3
Nuclear protein MDM1	Mdm1	B2RPU6;Q9D067;Q9D067-2;E9PW14;E9Q0B1;Q9D067-4;Q9D067-3	0	1	1	1	0	1	1	0	0	0	0	1	0	0	0	0
SUMO-conjugating enzyme UBC9	Ube2i	P63280;G3UYP0;Q8CFZ0	6	3	4	4	6	2	6	2	3	4	9	2	6	2	5	5
Heterogeneous nuclear ribonucleoprotein H;Heterogeneous nuclear ribonucleoprotein H, N-terminally processed	Hnrnph1	Q8C2Q7;O35737	2	2	3	3	3	2	1	3	1	2	2	3	2	3	2	3
Serine/threonine-protein phosphatase 2A activator	Ppp2r4	P58389	2	2	2	2	1	2	1	3	2	1	2	1	2	1	2	4
Copine-2	Cpne2	P59108	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Ubiquitin-conjugating enzyme E2 K	Ube2k	P61087;E9Q6W9;D3Z4U3	7	10	9	10	11	11	9	8	9	7	10	7	11	8	11	9
Fatty acid-binding protein, epidermal	Fabp5	Q05816;E9Q964	29	21	20	17	18	18	30	16	24	11	29	15	24	11	21	29
Glycine--tRNA ligase	Gars	Q9CZD3	17	19	22	21	14	18	16	16	19	13	17	16	16	14	16	18
Acidic leucine-rich nuclear phosphoprotein 32 family member A	Anp32a	O35381;D3Z7M9;D3YYE1;F6UFG6	8	8	10	8	6	9	6	7	10	8	8	9	12	8	9	7
Latent-transforming growth factor beta-binding protein 4	Ltbp4	Q8K4G1;Q8K4G1-3;E9QPS5;Q8K4G1-2;D3Z598;E9Q6B8;E9Q003	0	1	2	2	0	0	0	2	2	1	0	2	0	0	0	0
Vesicle transport protein SEC20	Bnip1	Q6QD59;F7C279	0	1	1	1	0	1	1	1	2	1	0	1	0	0	0	0
H-2 class II histocompatibility antigen, A beta chain;H-2 class II histocompatibility antigen, A-K beta chain;H-2 class II histocompatibility antigen, A-U beta chain;H-2 class II histocompatibility antigen, A-S beta chain;H-2 class II histocompatibility antigen, A-F beta chain	H2-Ab1	P14483;P06343;P06344;P06345;E9Q297;P06346;E9Q2L3	0	1	1	1	0	1	1	1	1	1	0	1	0	1	0	0
Mitochondrial inner membrane protein	Immt	E9QLA0;Q8CAQ8-5;Q8CAQ8	1	0	1	1	1	1	1	1	1	0	1	0	1	0	1	0
Phosphatidylinositol 4-kinase type 2-alpha	Pi4k2a	Q2TBE6	2	1	2	1	2	1	2	1	2	1	1	1	1	1	1	1
Hexokinase-3	Hk3	Q3TRM8;E9Q8S8;E9Q3Z4	0	1	1	1	0	1	1	1	1	1	1	3	0	3	0	0
RNA polymerase II subunit A C-terminal domain phosphatase	Ctdp1	Q7TSG2	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0
Proteasome subunit alpha type;Proteasome subunit alpha type-2	Psma2	E9Q3A4;P49722;Q6ZWV8	19	23	19	25	21	25	25	19	19	21	22	22	23	21	22	23
Protein-methionine sulfoxide oxidase MICAL3	Mical3	Q8CJ19;Q8CJ19-3;Q8CJ19-2;F8WJE8	0	1	0	1	0	1	0	1	0	2	0	1	1	1	1	0
L-serine dehydratase/L-threonine deaminase	Sds	Q8VBT2	24	26	26	25	25	24	29	29	23	24	32	17	29	21	26	30
Chloride intracellular channel protein 4	Clic4	Q9QYB1	18	17	17	18	14	18	17	14	15	13	15	17	18	13	15	16
Oxysterol-binding protein-related protein 9;Oxysterol-binding protein	Osbpl9	A2A8Z1;E9PXZ2;F6UHR6;E9Q6C1;A2A8Z1-2;Q5FWX7;Q8VDM5	2	3	3	2	2	1	2	0	3	0	1	1	2	0	1	2
Zinc finger and BTB domain-containing protein 7B	Zbtb7b	Q64321;E9PV72	1	2	1	1	2	1	2	1	1	1	0	1	1	1	0	0
Allograft inflammatory factor 1	Aif1	O70200;Q9EQW9	1	1	1	1	1	2	1	1	2	0	1	0	0	1	2	2
Stromal interaction molecule 1	Stim1	P70302	1	1	3	2	0	1	1	3	3	1	3	0	2	0	2	2
Transmembrane 9 superfamily member 4	Tm9sf4	Q8BH24	1	1	3	4	1	1	3	4	5	0	4	0	1	0	2	1
pre-mRNA 3 end processing protein WDR33	Wdr33	Q8K4P0	2	3	1	3	3	4	4	3	2	5	0	2	2	2	0	0
Dephospho-CoA kinase domain-containing protein	Dcakd	Q8BHC4	1	0	2	0	0	0	1	0	3	0	4	0	0	0	3	0
Myeloid differentiation primary response protein MyD88	Myd88	P22366;E9PVR7;P22366-2;F6SPW1	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0
Prostaglandin E synthase 2;Prostaglandin E synthase 2 truncated form	Ptges2	Q8BWM0	12	13	15	15	13	13	13	14	16	10	13	12	10	10	11	11
Gamma-butyrobetaine dioxygenase	Bbox1	Q924Y0	21	32	31	30	14	27	29	23	26	27	28	29	30	31	27	26
Rho GTPase-activating protein 17	Arhgap17	Q3UIA2;E9QAJ9;Q3UIA2-2;Q3UIA2-3;Q3UIA2-4;F8WII2	3	4	2	4	2	4	2	4	3	3	3	4	4	2	3	4
Heterogeneous nuclear ribonucleoprotein Q	Syncrip	Q7TMK9;G3V018;Q7TMK9-2;G3UZI2;G3UZ48;G3UXJ6	22	32	23	25	22	23	29	22	26	20	26	21	27	22	22	26
NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4	Ndufa4	Q62425	11	14	14	10	11	13	12	15	12	12	12	12	11	14	10	15
60S ribosomal protein L10;60S ribosomal protein L10-like	Rpl10;Rpl10l	Q6ZWV3;P86048	8	11	16	10	2	12	10	14	13	12	15	12	10	14	19	11
Nicotinate phosphoribosyltransferase	Naprt1	Q8CC86	24	22	21	21	21	18	20	14	24	15	21	16	22	14	23	20
Eukaryotic translation initiation factor 3 subunit L	Eif3l	Q8QZY1	18	15	20	20	13	18	23	23	23	15	22	14	15	18	12	22
Sulfite oxidase, mitochondrial	Suox	Q8R086	4	8	7	7	6	6	7	7	8	8	10	6	10	6	9	9
DNA helicase B	Helb	G5E835;Q6NVF4;D6RGT6	0	0	0	1	0	0	2	0	1	0	1	0	0	0	0	0
ATP-dependent RNA helicase DDX42	Ddx42	Q810A7;Q810A7-2	5	6	3	5	3	5	3	4	4	2	3	2	4	3	5	5
5(3)-deoxyribonucleotidase, cytosolic type	Nt5c	Q9JM14;A2A9X5	3	3	4	4	2	3	5	1	4	1	4	1	4	1	4	6
Tubulin gamma-1 chain;Tubulin gamma-2 chain	Tubg1;Tubg2	P83887;Q8VCK3	0	0	2	1	1	2	1	0	1	1	1	1	2	0	2	2
Protein KIAA0284	Kiaa0284	Q80U49	0	1	1	1	0	1	0	0	1	2	0	0	1	0	0	0
Cyclin-K	Ccnk	Q3U3M5;O88874	0	1	0	1	0	1	0	1	1	0	0	1	0	1	0	0
Latexin	Lxn	P70202	2	1	3	1	4	1	2	1	1	1	2	1	2	1	2	2
Conserved oligomeric Golgi complex subunit 3	Cog3	Q8CI04;E9QL65	0	1	2	1	0	0	1	1	2	0	1	0	2	0	1	1
	Larp1b	Q8R3F0;Q3TQS1	0	3	3	2	3	4	2	3	2	2	3	2	3	2	3	3
Bifunctional ATP-dependent dihydroxyacetone kinase/FAD-AMP lyase (cyclizing);ATP-dependent dihydroxyacetone kinase;FAD-AMP lyase (cyclizing)	Dak	Q8VC30;Q3UTZ4	83	99	90	106	82	90	85	86	80	85	89	93	95	98	85	98
Ufm1-specific protease 2	Ufsp2	Q99K23	6	6	5	7	5	6	7	8	5	5	7	6	5	4	5	6
Ras-related protein Rab-35	Rab35	Q6PHN9	0	0	2	1	0	1	0	1	1	0	1	0	0	0	0	0
Autophagy-related protein 2 homolog A	Atg2a	Q6P4T0;F6V3Y9	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0
U4/U6.U5 tri-snRNP-associated protein 1	Sart1	Q9Z315	4	1	1	2	2	3	3	0	2	1	4	1	1	2	2	5
WD repeat-containing protein 5	Wdr5	P61965;F6Q3W0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	1
FACT complex subunit SPT16	Supt16h	G3X956;Q920B9	3	1	2	2	3	3	3	4	2	2	4	2	2	2	4	4
Cofilin-1	Cfl1;Gm6180	F8WGL3;P18760;E9Q1T2	55	68	66	75	47	62	61	56	62	57	57	61	58	63	57	53
Tyrosine-protein kinase receptor;Insulin receptor;Insulin receptor subunit alpha;Insulin receptor subunit beta	Insr	F8VPU4;P15208	2	3	5	3	0	3	2	5	6	5	1	3	4	3	3	3
Macrophage erythroblast attacher	Maea	Q4VC33-2;Q4VC33;F6YBM2	2	2	4	2	0	2	2	2	3	2	2	2	2	2	1	1
Regulatory-associated protein of mTOR	Rptor	A2ACM0;Q8K4Q0	1	3	0	3	1	1	2	0	2	0	1	0	0	0	0	0
Ubiquitin carboxyl-terminal hydrolase;Ubiquitin carboxyl-terminal hydrolase 8	Usp8	A2AI52;Q80U87	2	1	1	1	3	0	2	1	1	0	0	0	0	0	0	0
Glycylpeptide N-tetradecanoyltransferase 2;Glycylpeptide N-tetradecanoyltransferase	Nmt2	O70311;A2AJH3;Q8CFK1	0	0	1	0	0	1	1	0	0	1	2	0	5	0	2	4
Platelet endothelial cell adhesion molecule	Pecam1	B1ARB3;Q08481;Q08481-3;Q08481-4;E9Q0X6;Q08481-2	1	0	1	0	1	0	1	0	1	0	0	0	1	0	1	1
	Fam151b	D3YUE4	1	0	2	1	1	0	2	0	0	0	3	0	0	0	1	1
THO complex subunit 6 homolog	Thoc6	Q5U4D9;D3Z131;D3Z132;F6S2T7	1	0	4	0	2	0	2	0	0	0	2	0	1	0	2	1
Transmembrane protein 41B	Tmem41b	Q8K1A5;D6RFP3;Q8K1A5-2;Q8K1A5-3;D6RIR0;D6RDC1	1	0	1	0	1	0	1	0	1	0	0	1	1	0	1	0
Phosphatidylserine decarboxylase proenzyme;Phosphatidylserine decarboxylase alpha chain;Phosphatidylserine decarboxylase beta chain	C330019G07Rik;Pisd	F6TVX7;Q8BSF4;E9PX91;F7C386;Q3TJ76;D3YY63	1	0	1	1	0	1	0	1	0	1	2	0	0	1	0	0
	Fat1	F2Z4A3;E9PYL7	0	1	2	1	0	1	0	1	3	1	0	1	0	0	0	0
Protein diaphanous homolog 2	Diap2;Diaph2	E9Q5X8;E9Q4U7;Q6W4W7;E9Q6V7;O70566;E9PVK5	1	0	1	0	1	0	1	1	0	0	1	0	1	0	0	1
Zinc finger ZZ-type and EF-hand domain-containing protein 1	Zzef1	E9Q5W5;Q5SSH7;Q5SSH7-2	2	0	2	0	1	0	2	0	2	0	2	0	0	0	2	1
	Plekha5	E9Q6H8;E9Q3A1	1	0	1	0	1	0	2	3	3	0	3	0	1	0	0	0
	Mtus1	E9QM83;Q5HZI1-3	1	1	0	1	1	1	0	0	0	0	1	0	1	0	0	1
Protein arginine N-methyltransferase 3	Prmt3	Q922H1;Q922H1-2;F6Y6T5;Q9D8D8	2	2	1	1	3	1	2	0	2	0	0	0	0	0	0	0
Translation factor Guf1, mitochondrial	Guf1	Q8C3X4;G3UWY0;Q8C3X4-2;F6ZM03;Q8C8D6	0	1	2	0	0	0	1	0	1	0	1	0	1	0	2	1
SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1	Smarce1	O54941	2	1	0	1	0	0	2	0	0	0	1	0	2	0	1	2
Insulin-like growth factor-binding protein 2	Igfbp2	P47877;E9Q9K3;D3YU40	1	0	1	0	1	0	1	1	0	0	1	0	1	0	0	1
Desmocollin-2	Dsc2	P55292;P55292-2	1	0	1	0	0	0	0	1	1	0	1	0	1	0	1	1
Sphingomyelin phosphodiesterase	Smpd1	Q04519	1	1	2	2	1	2	0	0	1	0	0	0	2	0	0	0
M-phase phosphoprotein 8	Mphosph8	Q3TYA6	2	0	1	1	2	1	0	0	1	0	2	0	0	1	0	0
Ceroid-lipofuscinosis neuronal protein 5 homolog	Cln5	Q3UMW8	1	0	1	0	0	0	1	0	1	0	2	0	1	0	2	1
RNA-binding protein 27	Rbm27	Q5SFM8;Q5SFM8-2;Q5SFM8-3	1	0	1	0	1	1	1	1	0	0	1	0	0	0	0	1
N-alpha-acetyltransferase 35, NatC auxiliary subunit	Naa35	Q6PHQ8;F7A8R0;E9Q6K7;F6UFC8	1	0	2	1	2	0	2	1	1	0	1	0	0	0	0	0
E3 ubiquitin-protein ligase UBR2	Ubr2	Q6WKZ8;Q6WKZ8-2;Q6WKZ8-3	0	0	1	1	0	1	0	1	1	1	1	1	0	0	0	0
Serine/threonine-protein kinase 38-like	Stk38l	Q7TSE6-2;Q7TSE6	0	0	1	1	0	0	0	1	1	0	1	0	1	0	1	1
Protein LAP2	Erbb2ip	Q80TH2-2;Q80TH2;Q80TH2-1;B7ZNX6;B2RUJ2	1	0	1	0	1	2	1	0	3	0	0	0	0	0	1	1
Casein kinase I isoform gamma-2;Casein kinase I isoform gamma-1;Casein kinase I isoform gamma-3	Csnk1g2;Csnk1g1;Csnk1g3	Q99K78;Q8BVP5;Q8BTH8;Q8C4X2	0	1	0	1	0	1	1	1	0	0	1	0	1	1	0	0
Rho guanine nucleotide exchange factor 10	Arhgef10	Q8C033;Q8C033-2;F7BCP8	0	2	1	2	1	1	0	1	1	0	0	0	1	0	0	0
Mediator of RNA polymerase II transcription subunit 19	Med19	Q8C1S0	0	0	1	0	1	1	0	0	1	0	1	0	1	0	1	1
Tetratricopeptide repeat protein 19, mitochondrial	Ttc19	Q8CC21;F7BCD5	1	1	0	1	0	1	0	2	0	0	0	0	0	1	2	2
Phosphatidylinositide phosphatase SAC2	Inpp5f	Q8CDA1;Q8CDA1-2	1	0	1	0	0	0	0	1	1	2	0	1	1	1	0	0
Protein LSM14 homolog B	Lsm14b	Q8CGC4;Q8BM41;Q4KL69	1	0	1	0	0	0	1	1	0	0	1	0	1	0	1	1
GDP-mannose 4,6 dehydratase	Gmds	Q8K0C9	1	0	1	0	1	0	1	0	1	0	2	0	2	1	0	0
Integrin-linked kinase-associated serine/threonine phosphatase 2C	Ilkap	Q8R0F6;Q8R0F6-2	2	0	2	0	0	0	1	0	0	1	1	1	1	0	0	1
Probable G-protein coupled receptor 97	Gpr97	Q8R0T6	0	0	1	1	0	1	2	0	0	0	2	0	1	0	2	2
Coagulation factor XI;Coagulation factor XIa heavy chain;Coagulation factor XIa light chain	F11	Q91Y47	0	1	1	1	0	2	0	1	0	1	0	1	1	0	0	0
NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3	Ndufa3	Q9CQ91	0	0	0	1	0	1	0	1	1	1	1	0	0	0	1	1
Growth arrest and DNA damage-inducible proteins-interacting protein 1	Gadd45gip1	Q9CR59	1	0	1	0	0	0	1	0	1	0	1	0	1	0	1	1
	Igtp	Q9DCE9	2	0	1	0	4	0	1	2	2	0	1	0	0	0	0	1
Tubulin alpha-8 chain	Tuba8	Q9JJZ2	1	0	1	0	1	0	1	0	1	0	1	0	0	0	1	1
Single Ig IL-1-related receptor	Sigirr	Q9JLZ8;Q9JLZ8-2	1	0	1	0	1	0	1	1	0	0	1	0	1	0	1	0
GRB2-associated-binding protein 1	Gab1	Q9QYY0	0	0	2	1	0	1	0	3	2	2	0	2	0	2	0	0
Vascular non-inflammatory molecule 3	Vnn3	Q9QZ25	2	0	1	0	2	0	3	1	0	0	3	0	2	0	1	0
Glycogen [starch] synthase, liver	Gys2	Q8VCB3	22	27	29	31	25	22	31	30	30	20	33	23	25	30	27	27
55 kDa erythrocyte membrane protein	Mpp1	P70290;A2AN84;B7ZCL8;B7ZCL9;B7ZCM0	13	8	11	4	11	6	8	6	6	6	8	5	9	6	10	7
Vacuolar protein sorting-associated protein 29	Vps29	Q9QZ88;D3Z645;Q9QZ88-2;D3YYD5;D3YW98	3	5	5	5	4	4	5	5	4	4	3	4	4	4	3	3
THO complex subunit 4;RNA and export factor-binding protein 2	Alyref;Alyref2;Refbp2	O08583;O08583-2;G3X9I4;Q9JJW6;Q9JJW6-2	2	2	3	1	1	3	3	2	4	1	3	2	3	2	2	4
Clathrin light chain B	Cltb	Q6IRU5;Q6IRU5-2	5	5	10	5	3	4	6	4	5	5	4	6	6	8	8	6
Coiled-coil domain-containing protein 90B, mitochondrial	Ccdc90b	Q8C3X2;Q8C3X2-2	2	4	6	4	4	4	7	3	4	1	5	1	4	2	4	6
Glycerate kinase	Glyctk	Q8QZY2;Q8QZY2-2	24	34	35	32	24	25	33	18	33	20	29	21	35	23	29	32
Mitochondrial import receptor subunit TOM34	Tomm34	Q9CYG7;Q9CYG7-2	2	3	6	3	2	3	3	2	2	2	1	3	4	2	2	3
Protein SON	Son	Q9QX47;Q9QX47-3;Q9QX47-4;Q9QX47-2	7	7	7	6	8	8	5	6	3	4	4	4	5	4	3	2
E3 ubiquitin-protein ligase HUWE1	Huwe1	A2AFQ0;Q7TMY8;Q7TMY8-3;Q7TMY8-4;Q7TMY8-2	10	2	10	6	13	4	12	8	8	5	13	5	3	6	11	8
U2 small nuclear ribonucleoprotein A	Snrpa1	P57784	4	5	2	5	3	3	4	2	3	2	3	4	5	4	2	2
Glycerol kinase	Gk	Q64516-1;Q64516;Q64516-2	33	35	38	37	37	33	41	34	35	34	42	31	35	33	38	38
Mitochondrial import inner membrane translocase subunit TIM14	Dnajc19	Q9CQV7;G3X8S1;Q9CQV7-2;Q9CQV7-3;D3Z5K6	1	2	2	4	1	4	3	3	1	2	4	2	2	2	1	4
Protein AMBP;Alpha-1-microglobulin;Inter-alpha-trypsin inhibitor light chain;Trypstatin	Ambp	Q07456	8	6	8	5	5	5	8	5	8	2	6	2	7	0	4	3
Ubiquitin-associated protein 1	Ubap1	Q8BH48;Q8BH48-2	0	0	1	0	2	0	1	0	1	0	0	0	1	0	1	1
Phosphoglycerate kinase 1	Pgk1	P09411	207	220	216	216	170	202	206	182	182	193	209	195	211	210	215	217
60S ribosomal protein L31	Rpl31;Rpl31-ps4;Gm16382	P62900;E9Q4I3;D3YVU2	6	7	7	5	6	5	5	5	5	6	5	5	5	6	4	6
E3 ubiquitin-protein ligase RBBP6	Rbbp6	P97868;P97868-2	4	5	2	4	5	4	5	4	4	3	2	3	3	2	1	2
3-oxo-5-beta-steroid 4-dehydrogenase	Akr1d1	Q8VCX1	28	39	36	36	25	40	45	29	36	32	54	36	46	37	51	53
Synaptosomal-associated protein 29	Snap29	Q9ERB0	4	6	9	6	4	4	6	4	3	3	5	3	5	3	3	5
E3 ubiquitin-protein ligase RNF181	Rnf181	Q9CY62;D3YUJ1;Q9CY62-2	1	0	1	0	2	0	1	0	0	0	1	0	0	0	0	1
Transmembrane protein 2	Tmem2	Q5FWI3	1	1	2	2	2	1	2	1	2	1	2	1	2	1	0	2
	Eif2b3	B1AUN2;Q3UKV0;B1AUN3;A4FUS0	5	6	5	6	5	7	8	4	4	3	7	4	7	5	7	5
	Sirt3	D3YTK6;D3YWD6	2	2	3	2	4	3	4	3	4	4	5	3	3	2	3	3
Ubiquitin-fold modifier 1	Ufm1	F6XUP5;P61961;D3YW97	10	13	14	10	11	9	14	10	13	9	12	8	12	8	12	13
Mitochondrial fission 1 protein	Fis1	Q9CQ92;G3X9U9;D3YZ32	2	8	8	8	2	8	10	7	8	5	9	7	7	8	6	7
Guanidinoacetate N-methyltransferase	Gamt	O35969-2;O35969	29	32	37	34	27	31	32	25	33	20	31	23	33	24	29	38
Catenin alpha-1	Ctnna1	P26231	41	39	47	47	37	39	43	44	47	30	54	35	40	40	51	43
Glutamate dehydrogenase 1, mitochondrial	Glud1	P26443	100	155	130	156	88	173	137	135	123	148	127	171	144	168	127	145
40S ribosomal protein S3	Rps3	P62908;D3YV43	49	47	44	49	42	49	50	45	45	31	56	39	51	39	50	58
Protein phosphatase 1 regulatory subunit 21	Ppp1r21	Q3TDD9	2	3	6	3	3	3	5	3	4	1	4	3	4	2	3	5
3-hydroxyacyl-CoA dehydrogenase type-2	Hsd17b10	Q99N15;A2AFQ2;O08756	84	98	84	93	70	85	89	87	79	85	83	88	90	91	80	95
Calcium-regulated heat stable protein 1	Carhsp1	Q9CR86	4	3	4	3	3	3	4	5	3	3	4	4	4	4	4	4
Ancient ubiquitous protein 1	Aup1	Q3U3K9;P70295	0	0	1	1	0	0	0	2	0	1	1	0	0	1	1	0
Interferon alpha-inducible protein 27-like protein 2B	Ifi27l2b	Q8VC49	0	1	1	1	0	2	0	1	0	0	0	1	0	1	0	0
THO complex subunit 3	Thoc3	Q8VE80	2	0	2	1	0	1	0	0	1	0	0	0	0	1	0	0
