Protein.Name	Gene.Name	ZT00	ZT03	ZT06	ZT09	ZT12	ZT15	ZT18	ZT21	ZT24	ZT27	ZT30	ZT33	ZT36	ZT39	ZT42	ZT45
60S ribosomal protein L21	Gm10916;Rpl21;Gm16415;Gm5528;Rpl21-ps7;Gm10155;Gm9104;Rpl21-ps3;Rpl21-ps10;Gm8054;Rpl21-ps6	-0.136585153	0.314032948	-0.164142649	0.114347549	-0.151339301	0.172083444	0.055651272	0.024135069	-0.095181789	0.317840245	0.03287567	0.251504418	0.227387976	-0.115299644	0.161217616	0.130839262
Rho guanine nucleotide exchange factor 6	Arhgef6	0.062730946	NA	0.206844898	0.046995569	0.217004411	NA	NA	0.089098522	0.281982579	0.122507017	0.31830787	0.36336378	0.134714606	0.206461975	0.336609835	0.136727563
Diablo homolog, mitochondrial	Diablo	NA	0.092109482	-0.480575346	0.070799833	NA	0.270434178	0.114113313	0.096684019	0.309609725	0.322306852	0.063982141	0.391796343	0.192941891	0.174002766	NA	-0.222557291
MKL/myocardin-like protein 2	Mkl2	0.240844166	NA	0.021716493	0.414229816	-0.01306915	0.309109161	0.136505524	0.37984529	0.62009075	-0.15885403	0.155453655	NA	0.133099932	NA	-0.114633549	0.167474502
Dimethylaniline monooxygenase [N-oxide-forming] 2	Fmo2	-0.021763974	-0.998267726	-0.759922794	-0.649109565	-0.684459702	-0.772476899	-0.506601942	-0.831715132	-0.655260226	NA	-0.685536541	-0.286408055	-0.280124892	NA	-0.344828497	NA
Glycine amidinotransferase, mitochondrial	Gatm	NA	0.203884055	0.307751364	0.064932568	0.487317997	0.284264742	0.106047628	NA	0.165806581	0.015111752	0.153542789	0.103673894	-0.132379425	-0.150819598	NA	0.016760105
Iodotyrosine dehalogenase 1	Iyd	0.806341785	NA	0.602043743	0.251367028	0.483803266	NA	NA	0.454683956	0.434246866	0.655194223	0.526826137	0.954584989	0.088883694	0.910312033	0.403026704	0.210596252
H/ACA ribonucleoprotein complex subunit 3	Nop10	NA	0.100205652	0.388091113	0.169566176	NA	NA	NA	NA	0.263074802	0.809372498	NA	0.700520872	NA	0.589941166	NA	NA
WD repeat-containing protein 18	Wdr18	NA	NA	NA	-0.10634832	NA	-0.009490503	NA	NA	-0.210513552	0.06214341	NA	-0.085968454	NA	0.007376571	NA	NA
Putative ATP-dependent RNA helicase DHX30	Dhx30	-0.324234562	NA	NA	NA	NA	NA	NA	0.313907407	NA	NA	-0.49015934	NA	-0.29172142	NA	NA	-0.712903875
Chloride channel CLIC-like protein 1	Clcc1	NA	NA	NA	NA	NA	NA	0.176266941	NA	-0.118093889	NA	0.089390126	NA	NA	NA	-0.271664711	NA
Protein Shroom2	Shroom2	-0.337197281	-0.231678162	0.10034484	-0.199248307	-0.024035935	-0.203263813	-0.21400043	-0.166458372	0.01003268	NA	0.200663975	-0.283092058	0.138346304	-0.062950609	NA	0.196987937
Methylthioribose-1-phosphate isomerase	Mri1	0.261361849	-0.217106608	-0.063364879	0.317498614	NA	-0.070664101	0.101164777	-0.076422275	0.233328518	0.185802347	0.007869686	-0.139076515	-0.051163253	0.448232994	NA	-0.136978812
Acyl-coenzyme A thioesterase 9, mitochondrial;Acyl-coenzyme A thioesterase 10, mitochondrial	Acot9;Acot10	0.010788315	0.03762126	-0.083928155	-0.049212535	-0.1696685	NA	-0.396049858	-0.054223347	-0.374622206	-0.154842407	-0.120750053	0.623998629	-0.188021051	NA	0.168041711	0.308769592
Pigment epithelium-derived factor	Serpinf1	0.478567276	1.87503669	0.099123534	1.920898421	0.193585197	NA	-0.042644337	0.455277234	-0.062812492	NA	-0.186246986	NA	1.916371332	0.223188528	1.874084451	0.957916041
Neuroplastin	Nptn	-0.009060468	-0.218719182	0.058187542	-0.068189259	0.005811323	-0.217106608	0.172408573	0.451740949	-0.038576651	NA	0.396802151	NA	-0.341416524	NA	0.01116628	-0.41921526
GA-binding protein alpha chain	Gabpa	-0.264716569	-0.119555385	-0.418891556	-0.173127433	-0.016924144	-0.116763971	-0.470614952	-0.580145484	-0.183835831	NA	-0.268913416	NA	-0.157949154	NA	-0.35918379	0.154505935
Cdc42 effector protein 4	Cdc42ep4	NA	-0.046281503	0.06919455	-0.065296567	NA	-0.252536767	-0.021763974	NA	NA	NA	-0.101381142	NA	0.077817378	NA	NA	0.070148418
Latrophilin-2	Lphn2	NA	0.144791642	0.143882777	-0.180147861	NA	0.381216325	-0.463622457	0.405604327	0.259875479	NA	NA	NA	0.063394095	NA	NA	NA
	Arhgef5	NA	0.216736137	NA	0.750178485	NA	0.54489771	-0.109026176	0.692081916	0.164690313	NA	NA	-0.849358809	0.173319325	NA	NA	NA
GrpE protein homolog 2, mitochondrial	Grpel2	-0.130403762	0.392023504	NA	0.051907549	0.035638337	NA	0.472389131	-0.00345832	-0.114900024	NA	NA	0.271722455	NA	NA	NA	NA
Ras-interacting protein 1	Rasip1	0.050696664	-0.711583007	0.1478573	NA	-0.000432744	NA	-0.252778952	-0.212258044	-0.342668518	NA	NA	NA	-0.237074171	NA	NA	NA
	Upf3b	NA	0.297413374	NA	0.281824717	NA	0.398341512	NA	NA	NA	0.129292034	NA	0.277883762	0.129292034	0.020925839	0.158091271	NA
Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1	Arap1	0.385714194	NA	NA	0.012198922	0.165887503	0.397068096	0.425830659	NA	NA	NA	0.31188232	NA	NA	NA	0.345509465	-0.019203734
Transportin-3	Tnpo3	0.253377657	NA	-0.142870845	0.473750863	0.154987748	NA	0.050233507	0.613255259	NA	NA	NA	NA	NA	NA	-0.015069322	0.429439921
MICAL-like protein 1	Micall1	NA	0.364162044	0.249787986	0.036851444	NA	NA	NA	NA	-0.096936483	-0.575699579	-1.523963346	-0.306612224	NA	-0.009633819	NA	NA
Calmin	Clmn	NA	NA	0.505574149	-0.085832524	NA	0.269007972	NA	0.271583126	-0.135666197	0.196326583	0.216149461	NA	NA	NA	NA	-0.096936483
Cytochrome P450 2U1	Cyp2u1	0.264529813	NA	0.331209166	NA	0.284053929	NA	NA	0.767781328	0.297484295	NA	0.542500263	NA	NA	0.269216597	0.301301444	NA
Tight junction protein ZO-2	Tjp2	0.178877594	0.059690397	-0.030124161	0.116207165	0.086660565	0.002035635	-0.020484422	0.058863633	-0.006477564	0.024032381	-0.072860402	0.140427943	0.055606289	-0.039699918	0.045476095	0.016220171
Protein SET	Set	0.13049178	-0.001441974	0.049531586	-0.252900029	0.297129725	-0.132905812	0.033894434	-0.094641454	-0.078883047	-0.09328973	-0.194339249	-0.05963216	0.080072661	-0.126972856	-0.043064479	-0.091259766
Transcription factor 25	Tcf25	0.29148607	0.194327829	0.14830492	-0.035060797	-0.043764442	0.455613534	0.399197423	0.280282084	0.061962678	0.268973204	0.034707008	0.374953999	0.047487506	0.271914053	0.114644302	-0.367482898
Lipopolysaccharide-responsive and beige-like anchor protein	Lrba	-0.25664839	-0.238909117	-0.406971971	-0.218471211	-0.108223341	-0.120617361	-0.317304068	-0.218471211	-0.193708673	-0.512479747	-0.085152681	-0.266036894	-0.189792938	-0.473319356	-0.340277405	-0.100304906
	Arfip1	0.026983925	0.115972628	-0.01649632	0.087610725	0.04152106	0.119181279	-0.197739606	0.118664282	0.068483345	0.116019532	-0.28557977	0.10942101	0.0489494	0.082560606	0.009219362	-0.145612247
AH receptor-interacting protein	Aip	-0.074916402	0.109218695	-0.053250385	0.057016402	0.172896404	-0.00028851	-0.082566351	-0.007051943	0.158719219	0.030796083	0.125871923	-0.195473592	0.027116225	0.035224339	0.10403048	0.092170996
Choline/ethanolamine kinase	Chkb	0.156080456	-0.006333934	0.124188489	0.127809516	0.036008078	-0.057692867	0.030913993	-0.144699025	0.038924963	-0.151469198	-0.081884967	0.028278046	-0.112633417	-0.021337583	0.182802451	0.116738925
Caspase-8;Caspase-8 subunit p18;Caspase-8 subunit p10	Casp8	0.098999915	0.026660576	0.275279887	0.059675361	0.090925856	0.075930527	0.027219133	0.341939365	0.211264182	0.221017707	0.007463579	0.320378031	0.090680029	0.420800539	0.184227853	0.108503042
40S ribosomal protein S16	Rps16	0.086522691	0.130776077	0.310199897	0.092463222	0.102790559	0.391909919	0.180789628	0.266489466	0.201443438	0.288875176	0.21380514	0.176805002	0.041328046	0.223255892	0.27861859	0.057496755
Phospholipase A-2-activating protein	Plaa	0.291221237	0.264321864	0.19584729	0.168787524	0.176707158	0.145110678	0.208510962	0.100422173	0.151297948	0.245027007	0.135110636	0.27019058	0.149600603	0.214491296	0.331245467	0.094957237
Glutathione S-transferase A3	Gsta3	0.070284736	0.104821487	0.14603628	0.116535582	0.185064089	0.138187523	0.04496996	0.114331932	0.17696809	0.195037813	0.113364015	0.108767481	0.134176181	0.094479653	0.212500668	0.224519559
Ras-related protein Rab-5B	Rab5b	0.106109739	0.065747718	0.131360641	0.055726245	0.157013125	-0.043204499	0.138330425	0.221774599	0.110557609	-0.059770581	0.140905077	-0.071762669	-0.016353684	-0.102456577	0.261534783	-0.266396773
Actin-related protein 2	Actr2	-0.041242982	0.027513197	-0.098419558	-0.135928816	-0.030124161	-0.032100843	-0.080657663	-0.108357178	-0.133432007	-0.080930488	-0.172103428	-0.07121349	0.006927113	-0.145090477	-0.085424656	-0.101650076
ADP-ribosylation factor-like protein 1	Arl1	0.170864863	0.167571722	0.21635058	0.094633695	0.271304509	0.293058413	0.238493445	0.324852514	0.070193856	0.299791132	0.142735555	0.370265706	0.054512152	0.100731545	0.135633561	0.068680026
Mitochondrial import inner membrane translocase subunit Tim10	Timm10	0.141366457	0.024971521	0.238050984	0.143866837	0.249376346	0.227810284	0.306965855	0.230515982	0.295588355	0.370825258	0.326063731	0.365815669	0.110526457	0.287729991	0.323100761	0.219437924
14-3-3 protein epsilon	Ywhae	-0.157819839	-0.124460486	-0.126576457	-0.197991166	-0.100843124	-0.181547856	-0.178619043	-0.23780843	-0.138683428	-0.174022842	-0.252900029	-0.196858801	-0.092207438	-0.171591153	-0.157173094	-0.079702372
Heat shock 70 kDa protein 4	Hspa4	0.000851441	-0.003026483	0.00459508	0.019155759	-0.070389328	0.044850895	-0.008630305	-0.025595836	-0.011638756	-0.032100843	-0.041383179	0.006173498	-0.025454096	-0.030547964	-0.033511102	0.026998624
Tensin-3	Tns3	-0.060185765	0.124219937	-0.130271955	0.120937317	0.117161344	-0.106214296	-0.090311471	-0.068739591	-0.003170443	0.028130928	-0.555521697	0.09696173	0.023196474	-0.154583209	-0.10017032	-0.100304906
Immunity-related GTPase family M protein 1	Irgm1	-0.135403531	-0.278460609	-0.092748686	-0.437440824	-0.176705738	-0.275603079	-0.225645121	-0.115565996	-0.119953718	-0.268314613	-0.236462004	-0.217106608	-0.440208075	0.028454607	-0.332507446	-0.506398832
DNA polymerase zeta catalytic subunit;DNA polymerase	Rev3l	0.122774036	0.125446946	-0.056583528	0.224772426	0.218094789	-0.043064479	0.104061492	-0.00992041	0.116723282	0.133115754	0.139966863	0.214206753	0.159992055	0.119729811	0.201260973	0.291715631
Thymosin beta-10	Tmsb10	-0.164400135	-0.222186307	-0.338567037	-0.222433641	-0.256527627	-0.268793675	-0.440208075	-0.384270893	-0.404685176	-0.59091335	-0.288417627	-0.375289709	-0.485117645	-0.383828687	-0.231432408	-0.443712728
Golgi-associated PDZ and coiled-coil motif-containing protein	Gopc	0.254358211	0.259098337	0.139839695	0.236435453	0.235551927	0.412788649	0.297661613	0.146754829	0.034766122	0.300519438	0.046682605	0.129544529	0.159154112	0.019111901	0.128739854	0.053957906
Glycogen phosphorylase, brain form	Pygb	-0.609754962	-0.97643696	-1.46894818	-1.195725548	-1.018776585	-1.58236331	-0.919835834	-1.400865778	-1.43194382	-0.908889747	-1.398678716	-0.913875539	-1.03407482	-0.772307975	-1.077037862	-1.032665112
cAMP-dependent protein kinase type II-alpha regulatory subunit	Prkar2a	-0.169155359	-0.067225673	-0.135009441	-0.162596766	0.006101055	-0.102993993	-0.195725548	-0.155360663	-0.149389449	-0.179001399	-0.09423607	-0.251082803	-0.14860877	-0.179128829	-0.181929438	-0.098419558
Ubiquinone biosynthesis protein COQ9, mitochondrial	Coq9	0.035401752	0.131929633	-0.025028794	0.383999963	0.13000229	0.090372805	0.000606059	0.45600928	0.039799697	0.690288287	0.04199628	0.482714227	0.121266812	0.416827551	0.163284075	0.181002233
N-acylneuraminate-9-phosphatase	Nanp	-0.438718677	-0.717298052	-0.397474417	-0.41802799	-0.18599337	-0.53645083	-0.111298453	-0.653426952	-0.198368423	-0.166972472	-0.634407402	-0.298071735	-0.345736995	-0.535455799	-0.506297265	-0.109561152
Ragulator complex protein LAMTOR1	Lamtor1	-0.027012465	-0.377401431	-0.078336571	-0.270827916	-0.013926706	-0.228726355	-0.223669671	-0.116897018	-0.123798608	0.214240226	-0.232906301	-0.108223341	-0.236339539	0.079950664	0.028572326	-0.22527493
ATP synthase subunit b, mitochondrial	Atp5f1	0.222599222	0.077238887	0.385224206	0.082698103	0.544687248	0.316977335	0.242549984	0.356457775	0.301923798	0.426974555	0.509306655	0.27099113	-0.137110008	0.318937604	0.323660369	0.024120399
60S ribosomal protein L11	Rpl11;Gm10036;Gm10288	0.110183834	0.155485792	0.117943929	0.104108011	0.110433007	0.306644633	0.069603273	0.144887345	0.096205863	0.088760949	0.040333693	0.089021794	0.087488089	0.032241152	0.069391328	0.02137968
	Gstm1	0.841895684	0.975481733	0.771199776	0.791582627	1.049994517	0.774749753	0.932498951	0.807149353	0.83187147	0.944165758	0.976560108	1.206994765	0.925001419	0.807048382	1.006390846	1.116222802
Peptidyl-prolyl cis-trans isomerase F, mitochondrial	Ppif	0.165321141	0.053044613	-0.076285443	-0.04949137	0.066835302	-0.10353121	0.132736089	-0.054084393	-0.062674363	0.060412323	0.086905708	0.180560704	0.016906067	0.144424838	0.077193227	0.125934893
	Ttc17	0.572222216	0.013596347	-0.090040415	0.409029181	-0.276198865	0.066200778	-0.154323965	NA	-0.223051788	NA	NA	NA	NA	NA	NA	NA
DnaJ homolog subfamily C member 8	Dnajc8	-0.219586745	NA	-0.249627373	NA	-0.289008146	NA	-0.432424977	NA	NA	NA	-0.560421495	NA	-0.245252252	NA	-0.470719061	-0.361880627
Protein FAM188A	Fam188a	0.297519757	NA	0.051653328	NA	0.256993522	NA	-0.186754085	NA	NA	NA	0.1398238	NA	0.432376676	NA	0.160201616	0.263230626
	Iqgap3	NA	0.002700365	NA	NA	NA	NA	0.154521992	0.118476329	NA	0.24834776	0.092924751	0.299364976	NA	0.005840293	0.244890233	NA
Signal recognition particle 14 kDa protein	Srp14	NA	NA	NA	NA	NA	NA	NA	-0.013926706	0.009553348	0.797889501	-0.105409894	-0.01720929	NA	0.21757466	0.494617151	0.144568359
Beta-enolase;Enolase	Eno3	-0.296897858	NA	-0.453122447	NA	NA	NA	0.0032931	NA	-0.559932264	NA	-0.031959741	NA	-0.197739606	NA	-0.643486813	-0.09017595
Cation-dependent mannose-6-phosphate receptor	M6pr	NA	0.224351006	-0.704517885	0.039770036	NA	NA	-0.388685507	NA	-0.02219024	NA	NA	-0.268314613	0.417155005	NA	NA	-0.085968454
Sjoegren syndrome/scleroderma autoantigen 1 homolog	Sssca1	0.332135117	NA	0.732979649	NA	0.875142533	NA	0.514511344	NA	NA	NA	0.448410158	NA	0.150977542	NA	0.802788812	0.386392914
Hereditary hemochromatosis protein homolog	Hfe	-0.047957107	0.076980164	0.232294359	0.140857357	0.001125741	NA	-0.039419183	NA	-0.029558897	NA	-0.378511623	NA	NA	NA	NA	NA
Tyrosine-protein kinase Fer	Fer	0.331699301	NA	NA	NA	-0.024177814	2.236503439	NA	1.734899212	NA	0.121125591	3.165531478	2.312007685	-0.151728955	NA	NA	NA
Alanyl-tRNA editing protein Aarsd1	Aarsd1	-0.341188772	-0.42867841	-0.02474519	NA	NA	-0.145351386	NA	-0.263635404	0.175680195	0.045118805	NA	NA	-0.128557365	NA	NA	NA
Potassium-transporting ATPase alpha chain 1	Atp4a	NA	0.376357845	NA	0.622620782	NA	NA	NA	0.998010453	NA	0.853918321	NA	0.927523709	0.220681438	0.913922811	NA	0.532804005
Ubiquitin-conjugating enzyme E2 R2	Ube2r2	NA	NA	-0.00662118	-0.296428039	-0.280124892	-0.042083959	NA	-0.311968051	-0.09085343	-0.222804561	NA	NA	NA	-0.196355243	NA	NA
Methyltransferase-like protein 13	Mettl13	0.152692546	NA	0.130254909	NA	-0.098015234	NA	0.120513791	NA	0.081277939	NA	-0.0824301	NA	NA	NA	0.049471864	-0.298658316
Cytochrome c oxidase protein 20 homolog	Cox20	NA	0.03354	NA	0.188792049	NA	NA	0.111196366	0.378550577	0.498117605	NA	0.568537497	NA	0.288135106	NA	0.503506971	NA
Aminoacyl tRNA synthase complex-interacting multifunctional protein 1;Endothelial monocyte-activating polypeptide 2	Aimp1	0.08615509	0.144377001	0.236673417	0.230448278	0.094171619	0.26650682	0.392743081	0.18898939	0.191425486	0.276030859	0.103673894	0.051952416	0.117818687	0.276048328	-0.003314389	-0.072174417
Ferritin;Ferritin light chain 1	Ftl1	-0.388244653	-0.33433944	-0.283447708	-0.884480703	-0.193204014	-0.537743345	-0.476744584	-0.704252269	-0.670840336	-0.523461591	-0.503857533	-0.615698782	-0.761115034	-0.619272138	-0.260507478	-0.633849659
Ribose-phosphate pyrophosphokinase 2	Prps2	-0.148869044	-0.147567207	-0.128425389	-0.103262627	-0.054640131	-0.234991741	-0.145090477	-0.10057404	-0.124725152	-0.102993993	-0.193834811	-0.086919607	-0.148088083	-0.045862298	-0.125254339	-0.065434446
S-formylglutathione hydrolase	Esd	0.107461312	0.025823145	0.208727692	0.008159832	0.342359995	0.105271468	0.092586282	0.125777473	0.224890445	0.121360968	0.339199134	0.106746529	0.000447305	0.079249379	0.221320416	0.167182882
Uridine kinase;Uridine-cytidine kinase 1	Uck1	-0.545078762	-0.578407414	-0.38659025	-0.763836459	-0.419754605	-1.018064389	-0.340847077	-0.922273978	-0.60805222	NA	-0.677891557	NA	-0.670115181	-0.237074171	NA	-0.823341762
Striatin-4	Strn4	-0.017066724	-0.109427427	-0.18142064	-0.174150712	-0.474358163	-0.104873377	-0.290660312	-0.208267529	-0.616357697	-0.143785225	-0.271664711	NA	-0.273575566	NA	NA	-0.283921772
Dimethyladenosine transferase 1, mitochondrial	Tfb1m	NA	-0.008773707	0.029602781	-0.330328927	NA	-0.19105724	-0.27464931	0.021291829	NA	-0.165300975	-0.146655222	0.117255232	-0.074916402	0.019024187	-0.120750053	-0.129612738
Transcriptional repressor p66-beta	Gatad2b	-0.101381142	0.138648035	0.383435277	0.205812903	-0.016068369	0.366875729	0.068468216	0.501667425	0.002324611	NA	NA	NA	0.071042295	-0.335826224	1.100886256	0.029897331
Transmembrane protein 14C	Tmem14c	NA	-0.193708673	0.509306655	0.522343394	0.480337331	0.640074077	0.283527033	NA	0.541177065	NA	0.517172364	-0.01948843	0.122318563	0.220311633	0.504959826	0.142432968
Serine/threonine-protein kinase 4;Serine/threonine-protein kinase 4 37kDa subunit;Serine/threonine-protein kinase 4 18kDa subunit;Serine/threonine-protein kinase 3;Serine/threonine-protein kinase 3 36kDa subunit;Serine/threonine-protein kinase 3 20kDa subunit	Stk4;Stk3	NA	-0.189286907	-0.409037857	-0.242572021	NA	-0.360645202	NA	-0.285461405	-0.38084025	-0.015354834	-0.658005777	-0.129085148	-0.536251879	0.067742248	-0.398131432	-0.154194325
Myelin expression factor 2	Myef2	0.137028955	0.329612843	0.236435453	0.08332464	1.042100255	-0.147567207	0.202488911	0.355349969	0.68896197	-0.043344505	0.205297183	-0.049909522	0.386487206	-0.028144768	0.034248955	-0.059216817
Conserved oligomeric Golgi complex subunit 7	Cog7	0.470249004	0.388185516	0.211264182	0.209778459	0.026983925	0.712433144	0.167587926	-0.159500022	0.014805628	0.052281485	-0.042924445	0.245471613	0.023548375	0.131502868	0.067953951	0.056641237
Tubulin alpha-1A chain;Tubulin alpha-3 chain	Tuba1a;Tuba3a	0.440165603	0.289756706	0.524583024	0.433291987	0.552981593	0.029219954	0.200912694	0.528885392	0.484146282	0.215362014	0.450754706	0.376301665	0.193931711	0.688845685	0.458861867	0.234804751
Cleavage and polyadenylation specificity factor subunit 4	Cpsf4	-0.045442971	0.803191547	0.066049742	0.43944155	0.186278313	0.061691622	0.963250524	-0.158466295	0.50440716	0.489483613	-0.154064674	NA	0.46048878	NA	0.04783047	-0.178873958
	Try10	5.807285674	4.703689439	NA	3.173189182	5.562380208	4.939338304	3.811796597	3.400430828	4.67340743	NA	2.547678688	4.909764419	4.64464989	3.515480295	2.264304536	4.745609134
	Mrps36	NA	-0.248534836	-0.001153695	0.037236301	-0.098284796	-0.056028539	-0.182565182	0.048024356	-0.213005039	0.434773293	-0.131062617	NA	-0.157819839	0.492403229	-0.018918982	-0.139731422
Monoglyceride lipase	Mgll	-0.81934119	-0.679333711	-0.729618025	-0.792522224	-0.379066399	-0.59779335	-0.678883193	-0.557875677	-0.648189303	-0.866393698	-0.042224074	-0.665665638	-0.850479411	-0.971368811	-0.545474211	-0.59072177
E3 ubiquitin/ISG15 ligase TRIM25	Trim25	0.096822868	0.057676928	0.246635077	0.146531242	0.25614901	0.353431786	0.212901918	0.26220942	0.178453041	0.195863815	0.405910128	0.254117311	0.011733415	-0.065572312	0.275227508	0.369221787
Probable arylformamidase	Afmid	0.675005112	0.177506412	0.474412167	0.615574368	0.652016929	0.307769222	0.403809051	0.341610263	0.537989575	0.662620009	0.433058235	0.376938501	0.478486871	0.717999149	0.545381889	0.642256587
ATP-binding cassette sub-family B member 7, mitochondrial	Abcb7	0.148928622	0.062489877	0.425927564	-0.031818626	0.449000861	0.660976667	0.241492139	0.448370786	0.266367994	0.269460031	0.420839165	-0.167357928	-0.068602027	-0.01834931	0.168236234	-0.093154488
SRSF protein kinase 1	Srpk1	0.262451675	0.046250529	0.117208287	0.028439893	0.280054334	0.130886652	0.097131469	0.119259628	0.008304928	-0.01564029	0.114175772	0.221337235	-0.230571942	0.079203655	0.094710722	0.135459231
